ID,英文詞彙,中文詞彙,更新日期
21348021,wheeler,明輪船,
21348022,illustrator,插畫家,
21348023,substrate,基底；受質；基板；基材；底質；基體,
21348024,hardwood,硬木,
21348025,seizures,癲癇發作,
21348026,runoff,逕流；徑流,
21348027,diaspora,離散,
21348028,modem,數據機,
21348029,matte,礫岩,
21348030,outpatient,門診病患,
21348031,cramp,鉗,
21348032,squadron,中隊,
21348033,robe,袍服,
21348034,lavender,薰衣草；淡紫,
21348035,glitch,故障,
21348036,steward,服務生；男空服員,
21348037,flora,菌落；植物相；植物群,
21348038,on-demand,隨選,
21348039,shrub,灌木,
21348040,backer,支持物,
21348041,-ism,症,
21348042,bali,峇里,
21348043,youthful,幼年期的,
21348044,caretaker,護理人,
21348045,depiction,繪圖,
21348046,mosaic,鑲嵌；馬賽克；鑲嵌的；鑲嵌圖,
21348047,dove,鴿；鴿子；家鴿,
21348048,infusion,浸入；浸漬；注入液,
21348049,increment,增值；增量,
21348050,plaster,石膏；灰泥；熟石膏,
21348051,tuna,鮪,
21348052,coaster,沿海船,
21348053,bog,沼澤,
21348054,intestine,腸,
21348055,rouge,口紅；鐵紅；紅丹,
21348056,climber,爬藤植物；攀緣植物,
21348057,booklet,小冊子,
21348058,irregularity,不合常規；不規則性,
21348059,iris,光圈；虹膜,
21348060,countdown,倒數,
21348061,jockey,薄膜,
21348062,placebo,安慰劑,
21348063,tar,焦油；煤焦,
21348064,wavelength,波長,
21348065,regeneration,再生,
21348066,intimacy,親密,
21348067,taper,漸縮,
21348068,preparedness,整備,
21348069,titanium,鈦,
21348070,bending,彎曲,
21348071,resonance,共鳴；共振；反響,
21348072,corona,冠；日冕；電暈,
21348073,identifier,識別器,
21348074,pickle,投放；酸洗；漬菜,
21348075,unify,統合,
21348076,socialism,社會主義,
21348077,braid,交織；編織物,
21348078,viability,活力；活性；生存力,
21348079,hen,母雞,
21348080,proton,質子,
21348081,rectangle,長方形；矩形,
21348082,aesthetics,美學；美感,
21348083,solvent,溶劑,
21348084,pathogen,病原；病原體,
21348085,wastewater,廢水,
21348086,maze,迷津,
21348087,slips,卡瓦,
21348088,sabotage,蓄意破壞；怠工,
21348089,twitch,扭轉,
21348090,graphs,圖表,
21348091,lava,熔岩；火山岩,
21348092,transmitter,發射器；發射機；發報機；傳送器,
21348093,canoe,獨木舟,
21348094,payer,給付者；付款人,
21348095,clippers,剪,
21348096,cut-off,截彎取直；減供,
21348097,converge,收斂；集火；收歛,
21348098,carbohydrates,碳水化合物,
21348099,wrench,扳手,
21348100,aura,靈光；先兆,
21348101,ape,人猿；猿類,
21348102,visualization,顯像；視覺化；識圖,
21348103,freeway,高速公路；快車道,
21348104,revolt,叛亂；反叛,
21348105,riddle,篩,
21348106,rocker,搖桿,
21348107,trumpet,小號；喇叭口,
21348108,sunscreen,防曬劑,
21348109,hotline,熱線,
21348110,plummet,鉛錘；鉛垂線,
21348111,agitation,攪拌；擾動,
21348112,novelty,花式；新奇；新穎,
21348113,motorway,高速公路,
21348114,webpage,網頁,
21348115,lighthouse,燈塔,
21348116,initiation,開始；啟動；起始,
21348117,landowner,土地所有權人,
21348118,footing,基礎；註腳；基腳；結總,
21348119,secrecy,秘密性,
21348120,slum,貧民窟；貧民區,
21348121,reseller,中間商,
21348122,taps,熄燈號,
21348123,latitude,緯度；寬容度,
21348124,teamwork,團隊合作；團隊工作,
21348125,plug-in,外掛程式；插件；插入式,
21348126,build-up,建立；組成；安裝；堆積,
21348127,weber,韋伯,
21348128,attire,衣服；服裝,
21348129,graffiti,塗鴉,
21348130,beetle,甲蟲,
21348131,mole,鼴鼠；莫耳；摩耳；胎塊,
21348132,camel,駱駝；軟毛刷,
21348133,pulp,髓；果肉；紙漿,
21348134,alliances,聯盟,
21348135,moose,駝鹿,
21348136,hypertension,高血壓,
21348137,pigment,色素；顏料,
21348138,staircase,梯間,
21348139,rendition,演示,
21348140,laurel,月桂；月桂樹,
21348141,annuity,年金,
21348142,skyline,地平線；天際線,
21348143,sociology,社會學,
21348144,rosemary,迷迭香,
21348145,tack,黏性；圖釘；黏度；粘性,
21348146,reconnect,重新連線,
21348147,pick-up,小貨車；黏著,
21348148,entertainer,演藝人員,
21348149,brighten,增亮,
21348150,famine,飢餓,
21348151,sentinel,哨兵；傳送器,
21348152,adversary,對手；敵手,
21348153,willow,柳樹,
21348154,expectancy,預期；期望,
21348155,methane,甲烷,
21348156,wizards,精靈,
21348157,deception,欺騙；誘導；欺詐；欺敵,
21348158,cabbage,腔室,
21348159,rag,抹布；碎布；飛邊；建築石材,
21348160,injections,注射劑,
21348161,beaver,毛呢,
21348162,fender,擋泥板；防舷材,
21348163,openness,開放性,
21348164,motel,汽車旅館,
21348165,resurgence,再生；復發；復現,
21348166,liter,公升,
21348167,lotion,洗劑,
21348168,wig,假髮,
21348169,alias,別名,
21348170,germ,胚芽,
21348171,rhyme,述題,
21348172,rotor,下盤；轉子,
21348173,fading,衰退；消退；褪色；衰落；衰減,
21348174,stitches,針法,
21348175,touchscreen,觸控螢幕,
21348176,comprehension,理解,
21348177,shale,頁岩；油頁岩,
21348178,persistence,持續；滯留；持續性；持久性；殘光,
21348179,stacks,書庫,
21348180,ventilator,呼吸器；通風機,
21348181,positivity,正性,
21348182,avoidance,避性,
21348183,dictatorship,獨裁,
21348184,bedding,層面；底層；墊底；層理；墊料；作畦；褥墊,
21348185,glossy,亮面；光滑的,
21348186,shovel,鏟土機,
21348187,constellation,星座,
21348188,combustion,燃燒,
21348189,domination,統治；顯性化,
21348190,bytes,位元組,
21348191,interviewer,訪談者,
21348192,neon,氖；氖氣,
21348193,tendon,腱；韌帶；肌腱,
21348194,cores,核心,
21348195,mover,運輸車；驅動器,
21348196,statutes,成文法,
21348197,surfer,網友,
21348198,coefficient,係數；系數,
21348199,stylist,造型師,
21348200,bouquet,酒香,
21348201,escalation,升級；提報,
21348202,toxicity,中毒；毒性；有毒性,
21348203,lumber,木材,
21348204,shear,剪；剪力；剪切,
21348205,workspace,工作空間；工作區,
21348206,transcription,轉錄,
21348207,prominence,日珥,
21348208,blackout,中斷；停電,
21348209,subset,子集；子集合,
21348210,sleeper,枕木；軌枕,
21348211,annex,附錄；附件,
21348212,digestion,消化；分解；消化作用,
21348213,drape,覆蓋,
21348214,lust,性慾,
21348215,granddaughter,第三代核,
21348216,pinnacle,尖塔；岩峰,
21348217,counterfeit,偽造,
21348218,astronomy,天文學,
21348219,scratches,刮傷,
21348220,foliage,簇葉,
21348221,simmer,燉,
21348222,chromosome,染色體,
21348223,estimation,估計,
21348224,corrosion,侵蝕；腐蝕；溶蝕,
21348225,abdomen,腹；腹部,
21348226,gag,作噁,
21348227,pathology,病理學,
21348228,sediment,沉積物；沉澱物；沈澱物；沈積物；沉渣,
21348229,dummy,虛擬；假人；小體,
21348230,pigeon,鴿,
21348231,heartbeat,心跳；心搏,
21348232,radioactive,放射性的,
21348233,chime,管鐘；食糜,
21348234,thermostat,恆溫器；恆溫裝置,
21348235,piper,吹風機,
21348236,hijack,劫機,
21348237,sushi,壽司,
21348238,glaze,釉；釉料,
21348239,warm-up,暖機,
21348240,withholding,扣繳；預扣稅款,
21348241,scissors,剪刀,
21348242,hitch,連接,
21348243,doctorate,博士學位,
21348244,nicotine,菸鹼,
21348245,cameo,浮雕；客串演出,
21348246,conglomerate,關係企業；礫岩,
21348247,pear,梨木,
21348248,usability,使用性；使用度；可用性,
21348249,loneliness,寂寞,
21348250,donkey,驢,
21348251,aggravate,加重,
21348252,inflow,流入；入流；內流；進水量,
21348253,inconsistency,不一致；不一致性,
21348254,lettuce,萵苣,
21348255,surcharge,附加費用,
21348256,stockpile,儲量,
21348257,cradle,托架；搖台,
21348258,standby,備用,
21348259,adherence,附著；附著力,
21348260,lagoon,潟湖,
21348261,ration,日糧,
21348262,flux,流；流動；溶劑；通量；通率,
21348263,redundancy,重複；裁員；重複性；異地備援；重覆性；冗餘,
21348264,pane,窗格,
21348265,brow,眉,
21348266,watcher,監看員,
21348267,topple,傾倒,
21348268,detainee,俘虜,
21348269,obedience,服從,
21348270,nuisance,損害；公害；汙穢,
21348271,antioxidants,抗氧化劑,
21348272,diversification,多樣化；多角化,
21348273,violet,紫外線；紫羅蘭色,
21348274,shuffle,置換,
21348275,broth,培養液,
21348276,elicit,引出,
21348277,convoy,車隊；船隊,
21348278,inflate,膨脹；充氣,
21348279,adulthood,成年；成年期；成人期,
21348280,tamper,竄改,
21348281,footnote,註腳,
21348282,caramel,焦糖,
21348283,gorge,峽；峽谷,
21348284,bikini,比基尼裝,
21348285,newbie,新手,
21348286,two-way,雙向,
21348287,biotechnology,生物科技；生物技術；生物工程學,
21348288,equilibrium,平衡；均衡,
21348289,migraine,偏頭痛,
21348290,gorilla,大猩猩,
21348291,flint,燧石,
21348292,mash,粉料,
21348293,mantle,罩；函；斗篷；外罩；地函；外套膜；殼套,
21348294,prostitution,賣淫,
21348295,subtract,減,
21348296,tug,拖車；拖船,
21348297,implants,移植；植入劑,
21348298,taxis,趨性,
21348299,blush,臉紅,
21348300,fume,煙；煙霧；煙氣；燻煙,
21348301,ligament,韌帶；細線,
21348302,homosexuality,同性戀,
21348303,freshwater,淡水,
21348304,bluff,懸崖,
21348305,handheld,手持的,
21348306,familiarity,熟悉；熟悉性,
21348307,vagina,陰道；葉基；葉鞘；葉莖,
21348308,condemnation,廢棄；報廢,
21348309,surname,姓氏,
21348310,scarcity,稀少性,
21348311,biting,咬,
21348312,masked,遮罩,
21348313,debug,除錯；偵錯,
21348314,enlightenment,啟蒙；啟蒙運動,
21348315,finder,中人；探測器,
21348316,precipitation,沉澱；沈澱；降水,
21348317,manpower,人力,
21348318,zipper,拉鍊；拉鏈,
21348319,oncology,腫瘤學,
21348320,experimentation,實驗,
21348321,cursor,游標,
21348322,infer,推理,
21348323,leaflet,傳單；小葉；摺頁；單張,
21348324,optics,光學,
21348325,crease,皺褶,
21348326,censorship,設限；審查制度；檢查制度,
21348327,canine,犬齒,
21348328,enrichment,增殖；富集；加濃；濃化,
21348329,abduction,外展；展肢,
21348330,gust,陣風,
21348331,innovators,創新者,
21348332,nonfiction,非小說,
21348333,allot,分配,
21348334,grazing,擦傷；放牧,
21348335,loophole,漏洞,
21348336,screenplay,劇本,
21348337,interrogation,詢問；訊問；詢答,
21348338,gearbox,變速箱,
21348339,snippet,片段,
21348340,benign,良性；良性的,
21348341,skincare,護膚,
21348342,brilliance,光彩,
21348343,siren,警笛,
21348344,primaries,初級飛羽,
21348345,immersion,浸入；沈入；入掩；浸沒,
21348346,stopper,制動器,
21348347,asbestos,石綿；石棉,
21348348,sender,發射機；發送器；發訊者,
21348349,decimal,小數；十進位制,
21348350,uphill,上坡,
21348351,cellar,地下室,
21348352,kite,鳶,
21348353,plum,巨石；梅紅,
21348354,fiddle,提琴；小提琴,
21348355,realism,寫實主義,
21348356,nasal,鼻；鼻的；鼻用,
21348357,imprint,印記；印痕；押印,
21348358,mammoth,猛獁象,
21348359,morph,形態；變形；形變,
21348360,polyester,聚酯；聚酯纖維；聚脂,
21348361,ascend,上升；升高,
21348362,solder,焊料,
21348363,detergent,清潔劑,
21348364,para,副,
21348365,nat,奈特,
21348366,misdemeanor,微罪,
21348367,censor,查禁,
21348368,ascent,上升,
21348369,stand-up,直立,
21348370,soybean,黃豆,
21348371,diagnostics,診斷；診斷學,
21348372,climax,高潮,
21348373,glare,眩光,
21348374,deterioration,變質；損耗；劣化,
21348375,coupe,雙門跑車,
21348376,containment,封鎖；圍堵；圍阻,
21348377,paradox,矛盾；弔詭；悖論,
21348378,lineage,線列；譜系,
21348379,bald,光禿的,
21348380,earmark,指定用途,
21348381,gymnastics,體操,
21348382,ulcer,潰瘍,
21348383,launcher,發射器,
21348384,linkage,連鎖；連接；鏈結；鍵合,
21348385,therapeutics,治療法；治療學,
21348386,insurgents,叛亂分子,
21348387,personalization,個人化,
21348388,typhoon,颱風,
21348389,denomination,教派,
21348390,flurry,陣雪,
21348391,tidal,潮汐的,
21348392,reptile,爬蟲；爬蟲類,
21348393,ethanol,酒精；乙醇；乙醇胺,
21348394,capsules,膠囊劑,
21348395,capitalization,資本化,
21348396,imitate,模擬,
21348397,refining,提煉；精煉,
21348398,wallaby,袋鼠,
21348399,windshield,擋風玻璃,
21348400,receptors,感受器,
21348401,grader,分級機,
21348402,limp,跛行,
21348403,intuition,直覺,
21348404,salty,含鹽的,
21348405,ceramics,陶瓷；陶質,
21348406,melee,混戰；碎鑽,
21348407,evergreen,常綠的,
21348408,wasp,土蜂,
21348409,mediocre,中等的,
21348410,calibration,校正；校準；率定；校驗,
21348411,licensee,被授權人,
21348412,farmland,農地,
21348413,fittings,裝具,
21348414,deflect,偏轉,
21348415,solidify,固化,
21348416,by-product,副產品；副產物,
21348417,ply,層；夾層,
21348418,mosquitoes,蚊子,
21348419,subcommittee,小組委員會；分組委員會,
21348420,crocodile,鱷,
21348421,renal,腎的,
21348422,intercourse,性交,
21348423,iceberg,冰山,
21348424,sideways,側向,
21348425,fabricate,製造,
21348426,subtitle,字幕；副標題,
21348427,doorway,門口,
21348428,cobra,眼鏡蛇,
21348429,harp,豎琴,
21348430,feminism,女性主義,
21348431,latency,延遲；潛伏；潛伏期；潛時,
21348432,biotech,生物技術,
21348433,propagate,傳播,
21348434,jade,玉,
21348435,fabrication,製造；組合；加工；組裝；產製；組構,
21348436,biopsy,生檢；切片檢查,
21348437,thirst,渴,
21348438,sect,教派,
21348439,textiles,紡織物,
21348440,safeguards,安全防護,
21348441,flashlight,手電筒,
21348442,uplift,上升；隆起；額外費用,
21348443,sitcom,情境喜劇,
21348444,hymn,讚美歌,
21348445,nugget,小塊；塊金；塊晶,
21348446,nudge,輕推,
21348447,changer,更換器,
21348448,incompetent,軟弱的,
21348449,maize,玉米,
21348450,interchange,交換,
21348451,communism,共產主義,
21348452,precursor,前身；母體；前兆；前標；前驅物,
21348453,abnormality,異常；非常態性,
21348454,bursting,滿檔,
21348455,proportional,比例,
21348456,inbound,入站,
21348457,resistor,電阻器,
21348458,palate,下唇,
21348459,hesitation,暫停,
21348460,anecdote,趣聞軼事,
21348461,pollutant,汙染物；污染物,
21348462,hydrate,水合；水合物,
21348463,uptake,攝取；吸取,
21348464,budding,出芽,
21348465,kiosk,資訊站,
21348466,workstation,工作站,
21348467,quarry,採石場,
21348468,segregation,隔離；分離；分凝；凝析,
21348469,deprivation,剝奪,
21348470,walkway,步道；走道,
21348471,stokes,斯托克；史托克斯,
21348472,tails,燕尾服,
21348473,groundwater,地下水,
21348474,pottery,陶器,
21348475,incarnation,實體；化身,
21348476,quartz,石英,
21348477,evaporate,蒸發,
21348478,wiki,維基,
21348479,torrent,急流,
21348480,facilitator,協調員；促進者,
21348481,wrinkles,皺紋,
21348482,synopsis,綱目；故事大綱,
21348483,rejects,不良品,
21348484,drizzle,毛毛雨,
21348485,reactive,反應；反應的；反作用力；反應性的,
21348486,ozone,臭氧,
21348487,takeoff,去除,
21348488,foray,突襲,
21348489,inlet,入口；進水口；入水口；進氣口；潮口,
21348490,lobbyist,遊說者,
21348491,budgeting,預算編列,
21348492,downtime,停滯期；停止時間；中斷時間,
21348493,remittance,匯款；匯兌,
21348494,jog,跳動；微動,
21348495,manifold,流形；歧管,
21348496,monarchy,君主政體,
21348497,skew,歪斜；偏斜,
21348498,rectangular,矩形的,
21348499,toolbar,工具列,
21348500,sunk,已沈沒,
21348501,lizard,蜥蜴,
21348502,kettle,鍋；壺穴,
21348503,extinct,絕種,
21348504,meltdown,熔毀,
21348505,pollen,花粉,
21348506,lifeline,維生管線；救生索,
21348507,mediate,媒；間接的,
21348508,deplete,耗乏,
21348509,ledger,分類帳；總賬,
21348510,vitality,活力；生活力,
21348511,bland,緩和,
21348512,intellect,智性,
21348513,nipple,乳頭,
21348514,blockade,封鎖,
21348515,shoreline,海岸線；濱線,
21348516,defamation,誹謗,
21348517,underlie,底層；下伏,
21348518,mundane,平凡；圈外,
21348519,measles,麻疹,
21348520,characterization,角色刻劃,
21348521,sucker,吸盤,
21348522,runaway,失控,
21348523,parallels,緯線,
21348524,electrode,電極,
21348525,drinker,飲水器,
21348526,concurrent,併生,
21348527,vascular,血管；血管的,
21348528,dalton,道爾頓；達爾頓,
21348529,tripod,腳架；三角架；三腳架,
21348530,debtor,債務人,
21348531,differentiation,分化；差異化；微分,
21348532,malfunction,故障；失靈；功能障礙；功能失常,
21348533,metropolis,都會；都會區,
21348534,warden,冬梨,
21348535,stature,身材；身高,
21348536,sensibility,靈敏度；感受性,
21348537,troubleshoot,故障檢修,
21348538,stink,惡臭,
21348539,haze,霧；霾；霧化；霧狀；迷光,
21348540,stamina,精力,
21348541,emblem,象徵符號；寓意畫,
21348542,snail,蝸牛；海螺,
21348543,excavation,開挖；挖方,
21348544,end-user,終端使用者,
21348545,convergence,收斂；收歛；趨同；輻合,
21348546,emanate,析出,
21348547,parenthood,親職,
21348548,chlorine,氯；氯氣,
21348549,mute,靜音,
21348550,repercussion,回聲,
21348551,magician,巫師,
21348552,pallet,拖板；棧板；托板,
21348553,aftermarket,售後服務；售後市場,
21348554,trade-off,交易；賣掉；折衷；權衡,
21348555,vale,谷；山谷,
21348556,malt,麥芽,
21348557,miscarriage,流產,
21348558,inpatient,住院病患；住院病人,
21348559,onsite,廠內,
21348560,leakage,洩漏；滲漏；漏洩；漏流,
21348561,limestone,石灰岩；石灰石,
21348562,compiler,編譯器,
21348563,kale,甘藍菜；芥藍,
21348564,payload,載重量；酬載,
21348565,slug,斯；鉛字；蛞蝓,
21348566,stockholder,股東,
21348567,affluent,支流,
21348568,estrogen,雌激素；動情素；雌性激素,
21348569,bipolar,兩極的；雙極；雙極性；兩極性,
21348570,stagger,錯開；錯列,
21348571,physiology,生理學；解剖生理學,
21348572,arteries,動脈,
21348573,petal,花瓣,
21348574,stifle,膝關節,
21348575,dengue,登革熱,
21348576,shroud,護罩；遮板,
21348577,resale,轉售,
21348578,pluck,內臟,
21348579,competencies,能耐,
21348580,ransomware,勒索病毒,
21348581,wetlands,濕地,
21348582,darn,縫補,
21348583,innate,先天的,
21348584,anti-inflammatory,抗發炎的,
21348585,fascination,發楞,
21348586,pervasive,滲透的,
21348587,one-way,單向,
21348588,replication,重複；複製,
21348589,corpus,本金；語料庫,
21348590,vocalist,聲樂家,
21348591,confiscate,沒收,
21348592,spade,鏟,
21348593,negate,否定,
21348594,lambert,朗伯,
21348595,chimney,煙囪,
21348596,adamant,硬石,
21348597,rusty,鏽的,
21348598,moan,呻吟,
21348599,crimson,大紅；緋紅；緋紅色,
21348600,close-up,特寫,
21348601,trolley,手推車；平台車,
21348602,plow,犁,
21348603,parody,仿作；諧擬,
21348604,implicit,隱性,
21348605,transient,短暫的；瞬變；暫態,
21348606,snowfall,降雪；降雪量,
21348607,parity,平價；同位；宇稱；平價指數,
21348608,strut,支撐；支柱；短柱,
21348609,barley,大麥,
21348610,pollute,污染,
21348611,doubtful,疑彈,
21348612,hobbies,興趣,
21348613,panoramic,全景,
21348614,discrete,離散；分散的；離散的,
21348615,funk,刺鼻臭味,
21348616,opaque,不透明；不透明的；不透光的,
21348617,treadmill,跑步機,
21348618,elk,麋鹿,
21348619,coma,昏迷；彗髮,
21348620,finite,有限；有限的,
21348621,barge,駁船,
21348622,nook,角；岬角；隅角,
21348623,sublime,崇高,
21348624,mesa,方山；台面,
21348625,criterion,標準；基準；準則；效標,
21348626,marlin,馬林魚,
21348627,fuzzy,模糊理論,
21348628,overrun,衝出；膨脹率,
21348629,imposition,排版；裝版,
21348630,humid,濕的；潮濕的；潤溼,
21348631,circa,大約,
21348632,hoist,吊車；吊掛；起重機；吊機,
21348633,neutralize,中和,
21348634,clove,丁香,
21348635,deposition,蓄積；沉積；沈積,
21348636,absentee,空號,
21348637,mast,桿；柱；桅；肥胖細胞；天線塔,
21348638,lien,脾；留置權；扣押權,
21348639,facade,立面,
21348640,rubble,碎石；塊石；拋石；粗石,
21348641,kilo,千,
21348642,wane,虧,
21348643,end-to-end,全程；端對端,
21348644,capacitor,電容器,
21348645,warehouses,倉庫,
21348646,airflow,氣流,
21348647,slur,重影,
21348648,vandalism,惡意毀損,
21348649,narcotics,麻醉藥；麻醉劑,
21348650,retina,網膜；視網膜,
21348651,buoy,浮標；浮筒；浮漂,
21348652,eject,放出；彈出,
21348653,etch,蝕刻；溶蝕,
21348654,ions,離子；游子,
21348655,grinder,砂輪機；研磨機；研磨器；磨床；磨粉機,
21348656,directories,目錄,
21348657,ceremonial,儀式性,
21348658,spruce,雲杉,
21348659,adrenaline,腎上腺素,
21348660,hindsight,後見之明,
21348661,afloat,漂浮,
21348662,dissemination,分發；傳遞；分送；配送；散佈；播散,
21348663,inclination,傾斜；傾斜度；傾角；傾度,
21348664,barrage,火網；彈幕；攔河壩,
21348665,intermittent,間歇；間歇性；間歇的,
21348666,alto,高地,
21348667,tumour,腫瘤,
21348668,glands,腺；腺體,
21348669,reluctance,磁阻,
21348670,unwind,解開,
21348671,parachute,降落傘,
21348672,gamma,加馬；伽瑪；灰階,
21348673,pip,光波,
21348674,tabloid,文摘,
21348675,thermometer,溫度計,
21348676,motorbike,摩托車,
21348677,acronym,縮寫字,
21348678,reflex,回復；回流；反射；反射的,
21348679,remit,減免,
21348680,racket,制輪,
21348681,pitfall,陷阱,
21348682,piracy,掠奪；海盜行為；侵犯專利權,
21348683,latex,乳膠；膠乳,
21348684,coolant,冷卻劑；冷卻液,
21348685,patriotism,愛國主義,
21348686,obscenity,猥褻,
21348687,folds,皺褶,
21348688,tint,顏色；色調；錫輝；淺色調；輝度；色輝,
21348689,flute,溝紋；流槽,
21348690,variability,變異；變化性；變異性；變動性；可變性；變異數,
21348691,inscription,雕刻,
21348692,mare,月海；母馬,
21348693,reprint,加印,
21348694,chatter,顫動；震顫,
21348695,insomnia,失眠,
21348696,ballad,敘事曲,
21348697,tang,海帶,
21348698,neutrality,中立；中性,
21348699,rodent,鼠害；囓齒類；齧齒動物,
21348700,confinement,侷限；局限；禁閉,
21348701,sever,伺服器,
21348702,franchisee,加盟者,
21348703,suitability,適應性；適合性,
21348704,pedigree,系譜；譜系,
21348705,exhaustion,耗竭,
21348706,thumbnail,縮圖,
21348707,ambiguity,不明確；歧義；模糊性,
21348708,sapphire,藍寶石,
21348709,hem,摺邊；緣邊,
21348710,gasket,襯墊；墊片；墊圈,
21348711,globalization,全球化,
21348712,coarse,粗略,
21348713,marrow,髓,
21348714,syringe,注射器；注射筒,
21348715,destroyer,驅逐艦,
21348716,masculine,男性化,
21348717,genus,屬；種類,
21348718,tram,礦車,
21348719,fasten,固色,
21348720,rupture,破壞；破裂；斷裂；裂斷,
21348721,jealousy,嫉妒；妒忌,
21348722,tuberculosis,結核；結核病,
21348723,cassette,卡式；片匣,
21348724,cranberry,蔓越莓,
21348725,plywood,合板；層板,
21348726,toolkit,工具箱；工具包,
21348727,mop,拖把,
21348728,toner,碳粉；染色劑,
21348729,implements,用具,
21348730,collagen,膠原；膠原蛋白,
21348731,autograph,親筆簽名,
21348732,obligate,必須的,
21348733,hormonal,激素的,
21348734,filtration,過濾；濾過,
21348735,canary,金絲雀,
21348736,binder,黏合劑；粘合劑,
21348737,resemblance,相似；相似性,
21348738,platter,橢圓盤,
21348739,inward,向內,
21348740,plush,毛絨,
21348741,in-line,沿線,
21348742,barricade,防柵,
21348743,craftsman,技工,
21348744,purport,自認,
21348745,poly,多的,
21348746,bazaar,市集,
21348747,char,炭；碳化；炭化；字元,
21348748,ramification,分歧；分支；支脈,
21348749,mono,單；單聲道,
21348750,self-driving,自動駕駛,
21348751,dissertation,學位論文,
21348752,starch,澱粉,
21348753,blindness,失明；盲目,
21348754,yu,玉,
21348755,baffle,隔板；擋板；遮光板；檔板,
21348756,orbital,軌道的；眼眶的；軌域,
21348757,var,乏；種類,
21348758,saturation,飽和；飽和脂肪酸；飽和度；飽和狀態；飽合,
21348759,reggae,雷鬼音樂,
21348760,rigor,僵直,
21348761,authenticate,認證；鑑別,
21348762,spheres,球,
21348763,anterior,前；前部；前面的；前方的,
21348764,radiant,弧度,
21348765,craftsmanship,手工藝,
21348766,dissolution,解散；分解；溶解,
21348767,moth,蛾,
21348768,pianist,鋼琴家,
21348769,gale,強風；大風；疾風,
21348770,scour,沖刷；洗刷；沖蝕,
21348771,palliative,舒緩的,
21348772,spills,裂縫,
21348773,skim,浮渣,
21348774,neuroscience,神經科學,
21348775,goggle,護目鏡；護眼罩,
21348776,nozzle,噴嘴,
21348777,sheen,光彩,
21348778,satin,緞；緞紋,
21348779,contraceptive,避孕劑,
21348780,barker,剝皮機,
21348781,evasion,迴避,
21348782,analogue,類比；類比訊號,
21348783,trough,溝；槽；谷底；凹槽；溝槽；波谷；海槽；流槽；低壓槽；凹點,
21348784,departmental,部的,
21348785,grille,格柵,
21348786,footer,註腳,
21348787,detach,拆離,
21348788,uterus,子宮,
21348789,bottoms,底,
21348790,insanity,瘋癲；精神錯亂,
21348791,fetus,胎兒,
21348792,tiers,升層,
21348793,nano,奈；毫微,
21348794,malnutrition,營養不良,
21348795,gastrointestinal,胃腸的,
21348796,carton,紙箱,
21348797,resumption,再續,
21348798,cps,秒,
21348799,wharf,碼頭,
21348800,larva,幼蟲；幼魚,
21348801,converse,逆,
21348802,covert,覆羽,
21348803,hoax,戲弄,
21348804,groin,鼠蹊部；突堤；丁壩,
21348805,wildcat,井,
21348806,culmination,中天,
21348807,epilepsy,癲癇；癲癇症,
21348808,hex,十六,
21348809,acidic,酸性的,
21348810,pelvic,骨盆的,
21348811,back-up,填充,
21348812,schizophrenia,思覺失調症,
21348813,ramifications,分枝,
21348814,skepticism,懷疑論,
21348815,embroidery,刺繡,
21348816,incorporation,結合；併入；收編；股份公司,
21348817,superpower,超大功率,
21348818,segmentation,分裂；區隔；分段,
21348819,lifecycle,生命周期,
21348820,angular,角；角的,
21348821,planter,植栽槽,
21348822,cortex,皮質；皮層；表皮層,
21348823,arbor,樹木；喬木；心軸,
21348824,ledge,板；礦脈,
21348825,notation,注；符號；標記；註記；記號,
21348826,expiry,逾時,
21348827,stand-alone,單獨,
21348828,inference,推理；推論,
21348829,stoppage,停工,
21348830,manga,漫畫,
21348831,plumber,管工；配管工,
21348832,calibrate,校正；校準,
21348833,watermelon,西瓜,
21348834,completeness,完整性；完備性,
21348835,long-range,長程；長射程,
21348836,locale,地點；場所；區性,
21348837,blister,氣泡；護罩；起泡；水疱；天線罩,
21348838,mower,割草機；剪草機,
21348839,hanger,上盤；吊架；吊鉤,
21348840,kangaroo,袋鼠,
21348841,subside,消退,
21348842,time-out,潛時,
21348843,indefinite,不定,
21348844,geology,地質；地質學,
21348845,pastel,粉彩畫；粉蠟筆,
21348846,deletion,刪除；缺失,
21348847,payoff,償付,
21348848,sag,低區；鬆垂；弛度,
21348849,inhibitors,抑制劑,
21348850,anthology,選集,
21348851,photon,光子,
21348852,zodiac,黃道；黃道帶,
21348853,meme,迷因,
21348854,supervisory,監視；監督,
21348855,microbe,微生物,
21348856,contaminant,汙染物；污染物；污染物質,
21348857,pendant,懸岩；懸垂的；岩垂,
21348858,peacock,雄孔雀,
21348859,repression,壓抑,
21348860,illumination,照明；光照；亮度；照度；彩色插圖,
21348861,forearm,前臂；護木,
21348862,anthropology,人類學,
21348863,mule,騾,
21348864,diffuse,擴散；漫射；彌漫性,
21348865,algebra,代數,
21348866,gemini,雙生子,
21348867,thorn,針；棘,
21348868,laminate,積層；層板,
21348869,posterior,後；後的；後部,
21348870,dehydration,脫水,
21348871,negativity,否定性,
21348872,pollutants,污染物,
21348873,ala,翼,
21348874,fluorescent,螢光的,
21348875,psychiatry,精神科；精神病學,
21348876,ornaments,裝飾音,
21348877,standoff,停滯,
21348878,telegram,電報,
