ID,英文名稱,中文名稱,圖片,中國大陸譯名,類別,更新日期
2917440,e-purchasing,電子採購,,,行銷管理組,2017-03-23
2917443,ethnocentric orientation,母國中心導向,,,行銷管理組,2017-03-23
2917444,evaluate channel alternatives,評估通路準則,,,行銷管理組,2017-03-23
2917445,event marketing,事件行銷,,事件营销,行銷管理組,2017-03-23
2917446,everyday low price {=EDLP},每日低價,,天天低价,行銷管理組,2017-03-23
2917447,evoked set,喚起集合,,,行銷管理組,2017-03-23
2917449,executive summary,主管摘要,,,行銷管理組,2017-03-23
2917450,exit barriers,退出障礙,,,行銷管理組,2017-03-23
2917451,expectancy-value model,期望值模式,,,行銷管理組,2017-03-23
2917452,expectation-disconfirmation model,期望-失驗模式,,,行銷管理組,2017-03-23
2917453,expected product,期望產品,,,行銷管理組,2017-03-23
2917454,expected service,期望服務,,,行銷管理組,2017-03-23
2917456,experience curve pricing,經驗曲線訂價法,,,行銷管理組,2017-03-23
2917457,experience quality,經驗品質,,,行銷管理組,2017-03-23
2917458,experiential marketing,體驗行銷,,体验营销,行銷管理組,2017-03-23
2917459,experimental design,實驗設計,,,行銷管理組,2017-03-23
2917460,experimental group,實驗組,,,行銷管理組,2017-03-23
2917461,expert channel,專家通路,,,行銷管理組,2017-03-23
2917462,expert opinion,專家意見,,,行銷管理組,2017-03-23
2917463,exploratory marketing research,探索性行銷研究,,探索性营销研究,行銷管理組,2017-03-23
2917464,exploratory research,探索性研究,,,行銷管理組,2017-03-23
2917465,exponential smoothing,指數平滑法,,,行銷管理組,2017-03-23
2917466,export management company {=EMC},輸出管理公司,,,行銷管理組,2017-03-23
2917467,export marketing,出口行銷,,,行銷管理組,2017-03-23
2917468,extensive problem solving,廣泛性問題解決,,,行銷管理組,2017-03-23
2917469,external marketing,外部行銷,,,行銷管理組,2017-03-23
2917470,external secondary data,外部次級資料,,,行銷管理組,2017-03-23
2917471,external validity,外部效度,,,行銷管理組,2017-03-23
2917474,face validity,表面效度,,,行銷管理組,2017-03-23
2917475,factor analysis,因素分析,,,行銷管理組,2017-03-23
2917476,factorial design,因子設計,,,行銷管理組,2017-03-23
2917477,factory outlet,暢貨中心,,工厂直销店；奥特莱斯,行銷管理組,2017-03-23
2917478,family brand,家族品牌,,家族品牌,行銷管理組,2017-03-23
2917479,family life cycle,家庭生命週期,,家庭生命周期,行銷管理組,2017-03-23
2917480,family of orientation,原生家庭,,,行銷管理組,2017-03-23
2917481,family of procreation,己身所出家庭；繁衍家庭,,,行銷管理組,2017-03-23
2917482,fast-moving consumer goods {=FMCGs},快速週轉消費品,,快速消费品,行銷管理組,2017-03-23
2917483,fear appeal,恐懼訴求,,恐惧诉求,行銷管理組,2017-03-23
2917485,fighter brand,戰鬥品牌,,,行銷管理組,2017-03-23
2917487,fishyback,舟車聯運,,鱼背运输,行銷管理組,2017-03-23
2917488,flagship brand,旗艦品牌,,,行銷管理組,2017-03-23
2917489,flagship store,旗艦店,,,行銷管理組,2017-03-23
2917490,flanker brand,側翼品牌,,,行銷管理組,2017-03-23
2917491,flanking attack,側翼攻擊,,,行銷管理組,2017-03-23
2917493,flexible pricing,彈性訂價法,,,行銷管理組,2017-03-23
2917494,focus group,焦點團體,,,行銷管理組,2017-03-23
2917495,follower advantage,追隨者優勢,,,行銷管理組,2017-03-23
2917496,forced-choice scale,強制選擇尺度,,,行銷管理組,2017-03-23
2917497,forecasting,預測,,,行銷管理組,2017-03-23
2917498,forward [vertical] integration,向前[垂直]整合,,,行銷管理組,2017-03-23
2917500,fragmented market,分散型市場,,分割市场,行銷管理組,2017-03-23
2917501,franchise,加盟,,,行銷管理組,2017-03-23
2917502,franchisee,加盟者{業界俗稱加盟主},,,行銷管理組,2017-03-23
2917504,free standing insert {=FSI},夾頁,,,行銷管理組,2017-03-23
2917505,free trade area{=FTA},自由貿易區,,,行銷管理組,2017-03-23
2917507,freight absorption pricing,運費吸收訂價法,,,行銷管理組,2017-03-23
2917508,frequency discount,常購折扣,,媒体频度折扣,行銷管理組,2017-03-23
2917509,frequency programs {=FPs},常客方案,,常客计划；积分奖励计划,行銷管理組,2017-03-23
2917510,frontal attack,正面攻擊,,,行銷管理組,2017-03-23
2917511,full nest stage,滿巢期,,,行銷管理組,2017-03-23
2917512,full-cost pricing,全部成本訂價法,,,行銷管理組,2017-03-23
2917513,full-line wholesaler,全產品線批發商,,,行銷管理組,2017-03-23
2917514,full-service retailing,完全服務零售,,,行銷管理組,2017-03-23
2917515,functional discount,功能性折扣,,功能折扣；贸易折扣,行銷管理組,2017-03-23
2917516,functional quality,功能品質,,,行銷管理組,2017-03-23
2917518,gender segmentation,性別區隔,,性别细分,行銷管理組,2017-03-23
2917519,general merchandise store,綜合百貨店,,,行銷管理組,2017-03-23
2917520,generation X,X世代,,X一代,行銷管理組,2017-03-23
2917521,generation Y,Y世代,,Y一代,行銷管理組,2017-03-23
2917522,generic brand,非品牌商品；通用品牌,,,行銷管理組,2017-03-23
2917523,generic competition,一般競爭,,,行銷管理組,2017-03-23
2917524,generic product,一般產品,,,行銷管理組,2017-03-23
2917525,geocentric orientation,地區中心導向,,,行銷管理組,2017-03-23
2917526,geographical expansion strategy,地理擴張策略,,,行銷管理組,2017-03-23
2917527,geographical pricing,地理訂價法,,地理定价,行銷管理組,2017-03-23
2917528,going-rate pricing,現行水準訂價法,,,行銷管理組,2017-03-23
2917529,government market,政府市場,,政府市场,行銷管理組,2017-03-23
2917530,gray market,灰色市場,,,行銷管理組,2017-03-23
2917531,gray marketing,灰色行銷,,,行銷管理組,2017-03-23
2917532,green marketing,綠色行銷,,绿色营销；生态营销；环境营销,行銷管理組,2017-03-23
2917533,gross rating point {=GRP},毛評點,,,行銷管理組,2017-03-23
2917535,group in-depth interview,群體深度訪談法；團體深度訪談法,,,行銷管理組,2017-03-23
2917536,group-discussion method,群體討論法；團體討論法,,,行銷管理組,2017-03-23
2917538,growth-share matrix,成長-占有率矩陣,,增长-份额矩阵；波士顿矩阵,行銷管理組,2017-03-23
2917539,guerilla marketing,游擊行銷,,,行銷管理組,2017-03-23
2917540,Guttman scale,高特曼量表,,,行銷管理組,2017-03-23
2917541,habitual buying behavior,習慣性購買行為,,习惯型购买行为,行銷管理組,2017-03-23
2917542,habitual shoppers,習慣性購買者,,,行銷管理組,2017-03-23
2917544,hard-sell,強銷；硬賣,,,行銷管理組,2017-03-23
2917545,harvesting strategy,收割策略,,,行銷管理組,2017-03-23
2917546,heavy user,重度使用,,,行銷管理組,2017-03-23
2917547,hierarchical choice model,層次選擇模式,,,行銷管理組,2017-03-23
2917548,hierarchy of attributes,屬性層級,,,行銷管理組,2017-03-23
2917549,hierarchy of needs,需要層級,,,行銷管理組,2017-03-23
2917550,high-low pricing,高低訂價法,,高-低定价,行銷管理組,2017-03-23
2917551,hold strategy,維持策略,,,行銷管理組,2017-03-23
2917552,holistic marketing concept,全面行銷觀念,,,行銷管理組,2017-03-23
2917553,homogeneous preferences,同質型偏好,,,行銷管理組,2017-03-23
2917554,horizontal channel conflict,水平通路衝突,,,行銷管理組,2017-03-23
2917556,horizontal marketing system {=HMS},水平行銷系統,,水平营销系统,行銷管理組,2017-03-23
2917557,house-to-house selling,沿門銷售,,上门推销,行銷管理組,2017-03-23
2917558,hybrid channels,混合通路,,,行銷管理組,2017-03-23
2917559,hypermarket,大型超級市場,,超级商店,行銷管理組,2017-03-23
2917560,idea generation,構想,,创意产生,行銷管理組,2017-03-23
2917561,idea screening,構想篩選,,创意筛选,行銷管理組,2017-03-23
2917562,ideal self-concept,理想自我概念,,,行銷管理組,2017-03-23
2917563,image advertising,形象廣告,,形象广告,行銷管理組,2017-03-23
2917564,image analysis,形象分析,,,行銷管理組,2017-03-23
2917565,image differentiation,形象差異化,,形象差异化,行銷管理組,2017-03-23
2917566,image pricing,形象訂價法,,,行銷管理組,2017-03-23
2917567,importance-performance analysis,重要性-績效分析；重要性-表現分析,,,行銷管理組,2017-03-23
2917568,impulse buying,衝動性購買,,,行銷管理組,2017-03-23
2917569,impulse goods,衝動品,,,行銷管理組,2017-03-23
2917570,inbound distribution,內向物流,,进货分销,行銷管理組,2017-03-23
2917571,in-depth interview,深度訪談法,,,行銷管理組,2017-03-23
2917572,individual marketing,個人行銷,,个体营销；定制化营销；一对一营销,行銷管理組,2017-03-23
2917573,individualization,個人化,,,行銷管理組,2017-03-23
2917574,industrial buying behavior,工業購買行為,,,行銷管理組,2017-03-23
2917575,industrial marketing,工業行銷,,,行銷管理組,2017-03-23
2917576,industrial product,工業品,,工业产品,行銷管理組,2017-03-23
2917577,industry competition,產業競爭,,,行銷管理組,2017-03-23
2917578,inelastic demand,無彈性需求,,,行銷管理組,2017-03-23
2917579,inelastic supply,無彈性供給,,,行銷管理組,2017-03-23
2917580,infomercial,資訊型廣告；節目型廣告,,,行銷管理組,2017-03-23
2917582,informational appeals,資訊式訴求,,,行銷管理組,2017-03-23
2917583,informative advertising,告知式廣告,,通知型广告,行銷管理組,2017-03-23
2917584,ingredient branding,成份品牌,,成份品牌化,行銷管理組,2017-03-23
2917585,innovators,創新者,,,行銷管理組,2017-03-23
2917586,input-output models,投入-產出模式,,,行銷管理組,2017-03-23
2917587,inseparability,不可分割性,,,行銷管理組,2017-03-23
2917588,institutional advertising,機構廣告,,,行銷管理組,2017-03-23
2917589,institutional market,機構市場,,公共机构市场,行銷管理組,2017-03-23
2917590,intangibility,無形性,,,行銷管理組,2017-03-23
2917591,integrated direct marketing {=IDM},整合直效行銷,,整合直接营销,行銷管理組,2017-03-23
2917592,integrated logistics systems {= ILS},整合物流系統,,,行銷管理組,2017-03-23
2917593,integrated marketing,整合行銷,,,行銷管理組,2017-03-23
2917594,integrated marketing communication {=IMC},整合行銷溝通,,整合营销传播；整合营销沟通,行銷管理組,2017-03-23
2917596,intention,意願,,,行銷管理組,2017-03-23
2917597,interactive marketing,互動行銷,,互动营销,行銷管理組,2017-03-23
2917598,intercept interview,攔阻訪問,,,行銷管理組,2017-03-23
2917599,intermediary,中間機構；中介機構,,,行銷管理組,2017-03-23
2917600,internal branding,內部品牌化,,,行銷管理組,2017-03-23
2917601,internal marketing,內部行銷,,,行銷管理組,2017-03-23
2917602,internal reliability,內部信度,,,行銷管理組,2017-03-23
2917604,international marketing,國際行銷,,国际营销,行銷管理組,2017-03-23
2917605,internationalization process,國際化過程,,,行銷管理組,2017-03-23
2917607,internet survey,網路調查,,,行銷管理組,2017-03-23
2917608,interval scale,等距尺度,,,行銷管理組,2017-03-23
2917609,interviewer error,訪問者誤差,,,行銷管理組,2017-03-23
2917610,intranet,內部網路,,,行銷管理組,2017-03-23
2917611,intrapreneur,內部創業者,,,行銷管理組,2020-04-01
2917612,introduction stage,導入期,,导入期,行銷管理組,2017-03-23
2917613,inventory-carry cost,存貨持有成本,,,行銷管理組,2017-03-23
2917614,involvement,涉入,,,行銷管理組,2017-03-23
2917615,irrational appeal,非理性訴求,,,行銷管理組,2017-03-23
2917616,irregular demand,不規則需求,,,行銷管理組,2017-03-23
2917617,jobber,切貨商,,,行銷管理組,2017-03-23
2917618,joint promotions,聯合推廣,,联合促销,行銷管理組,2017-03-23
2917620,joint venture co-branding,合資共同品牌,,,行銷管理組,2017-03-23
2917621,judgment sample,判斷樣本,,,行銷管理組,2017-03-23
2917622,judgment sampling,判斷抽樣法,,,行銷管理組,2017-03-23
2917623,key account,重要客戶,,,行銷管理組,2017-03-23
2917625,key success factors,關鍵成功因素,,,行銷管理組,2017-03-23
2917626,keyword marketing,關鍵字行銷,,,行銷管理組,2017-03-23
2917627,kiosk marketing,亭式行銷,,,行銷管理組,2017-03-23
2917628,laboratory experiment,實驗室實驗法,,,行銷管理組,2017-03-23
2917629,laboratory tests,實驗室測試,,,行銷管理組,2017-03-23
2917630,laggards,落後者,,,行銷管理組,2017-03-23
2917631,landed cost price,到岸價格,,,行銷管理組,2017-03-23
2917632,late majority,晚期大眾,,,行銷管理組,2017-03-23
2917633,latent demand,潛在需求,,,行銷管理組,2017-03-23
2917634,latent market,潛在市場,,,行銷管理組,2017-03-23
2917635,lateral diversification,橫向多角化；水平多角化,,,行銷管理組,2017-03-23
2917636,lateral marketing,橫向行銷；水平行銷,,,行銷管理組,2017-03-23
2917637,layout,佈置,,,行銷管理組,2017-03-23
2917638,leader pricing,領袖定價法,,,行銷管理組,2017-03-23
2917640,learning tests,學習測試,,,行銷管理組,2017-03-23
2917641,licensed product,授權產品,,,行銷管理組,2017-03-23
2917643,life style,生活型態,,生活方式,行銷管理組,2017-03-23
2917644,life-cycle cost,生命週期成本,,,行銷管理組,2017-03-23
2917645,Likert scale,李克特尺度,,利克特量表；利氏量表,行銷管理組,2017-03-23
2917646,limited problem solving [decision making],有限問題解決[決策],,,行銷管理組,2017-03-23
2917647,line extension,產品線延伸,,,行銷管理組,2017-03-23
2917648,line stretching,產品線延伸決策,,,行銷管理組,2017-03-23
2917649,line-featuring decision,產品線特色決策,,,行銷管理組,2017-03-23
2917650,line-filling decision,產品線填補決策,,,行銷管理組,2017-03-23
2917651,list price,標價,,目录价格,行銷管理組,2017-03-23
2917652,local brand,地方品牌,,,行銷管理組,2017-03-23
2917653,local marketing,在地行銷,,当地营销,行銷管理組,2017-03-23
2917654,location pricing,地點訂價法,,,行銷管理組,2017-03-23
2917655,logistics,物流；運籌,,,行銷管理組,2017-03-23
2917656,logistics alliances,物流聯盟,,,行銷管理組,2017-03-23
2917657,logo,標記,,,行銷管理組,2017-03-23
2917658,longitudinal study,縱剖面研究；縱斷面研究,,,行銷管理組,2017-03-23
2917659,loss leader,犧牲品；帶路貨,,,行銷管理組,2017-03-23
2917660,loss-leader pricing,犧牲打訂價法,,牺牲品定价,行銷管理組,2017-03-23
2917661,lot size,批量,,,行銷管理組,2017-03-23
2917662,love/ belonging needs,社交需要；社交需求,,,行銷管理組,2017-03-23
2917663,low-quality trap,低品質陷阱,,,行銷管理組,2017-03-23
2917665,macroenvironment,總體環境；宏觀環境,,宏观环境,行銷管理組,2017-03-23
2917666,mall-intercept interview,賣場攔阻訪問,,,行銷管理組,2017-03-23
2917667,management contract,管理契約,,,行銷管理組,2017-03-23
2917669,manufacturer's brand,製造者品牌,,,行銷管理組,2017-03-23
2917670,marginal analysis,邊際分析,,,行銷管理組,2017-03-23
2917671,marginal cost {=MC},邊際成本,,,行銷管理組,2017-03-23
2917672,marginal utility,邊際效用,,,行銷管理組,2017-03-23
2917673,markdown,降價,,,行銷管理組,2017-03-23
2917674,market,市場,,市场,行銷管理組,2017-03-23
2917675,market attractiveness,市場吸引力,,市场吸引力,行銷管理組,2017-03-23
2917676,market build-up method,市場累加法,,市场累加法,行銷管理組,2017-03-23
2917677,market challenger,市場挑戰者,,市场挑战者,行銷管理組,2017-03-23
2917678,market concentration,市場集中度,,,行銷管理組,2017-03-23
2917679,market consolidation,市場整併,,,行銷管理組,2017-03-23
2917680,market coverage,市場涵蓋面,,,行銷管理組,2017-03-23
2917681,market demand function,市場需求函數,,,行銷管理組,2017-03-23
2917682,market demassification,市場分眾化,,,行銷管理組,2017-03-23
2917683,market development,市場開發,,市场开发,行銷管理組,2017-03-23
2917684,market diversification,市場多角化,,,行銷管理組,2017-03-23
2917685,market follower,市場跟隨者,,市场追随者,行銷管理組,2017-03-23
2917686,market forecast,市場預測,,市场预测,行銷管理組,2017-03-23
2917687,market fragmentation,市場零散化,,,行銷管理組,2017-03-23
2917688,market intelligence,市場情報,,,行銷管理組,2017-03-23
2917689,market leader,市場領導者,,市场领导者,行銷管理組,2017-03-23
2917690,market modification,市場調整,,,行銷管理組,2017-03-23
2917691,market niche strategy,市場利基策略,,,行銷管理組,2017-03-23
2917692,market nicher,市場利基者,,市场补缺者,行銷管理組,2017-03-23
2917693,market offering,市場提供物,,市场供给物；市场提供物,行銷管理組,2017-03-23
2917694,market partition theory,市場分割理論,,,行銷管理組,2017-03-23
2917696,market positioning,市場定位,,市场定位,行銷管理組,2017-03-23
2917697,market potential,市場潛量,,,行銷管理組,2017-03-23
2917700,market specialization,市場專精化,,,行銷管理組,2017-03-23
2917701,market targeting,目標市場的選擇,,目标市场选择,行銷管理組,2017-03-23
2917702,market testing,市場測試,,,行銷管理組,2017-03-23
2917703,market-driven innovation,市場驅動創新,,,行銷管理組,2017-03-23
2917704,marketing,行銷,,市场营销；营销；行销,行銷管理組,2017-03-23
2917705,marketing audit,行銷稽核,,营销审计,行銷管理組,2017-03-23
2917706,marketing channel,行銷通路；行銷渠道,,营销渠道；分销渠道,行銷管理組,2017-03-23
2917707,marketing channel system,行銷通路系統,,,行銷管理組,2020-03-25
2917708,marketing communication,行銷溝通,,,行銷管理組,2017-03-23
2917709,marketing concept,行銷觀念,,市场营销观念,行銷管理組,2017-03-23
2917710,marketing control,行銷控制,,营销控制,行銷管理組,2017-03-23
2917711,marketing cost analysis,行銷成本分析,,,行銷管理組,2017-03-23
2917712,marketing decision support system {=MDSS},行銷決策支援系統,,,行銷管理組,2017-03-23
2917713,marketing hyperopia,行銷遠視病,,,行銷管理組,2017-03-23
2917714,marketing information system {=MkIS},行銷資訊系統,,,行銷管理組,2017-03-23
2917715,marketing intelligence,行銷情報,,营销情报；营销智能,行銷管理組,2017-03-23
2917716,marketing intermediary,行銷中間機構,,营销中介,行銷管理組,2017-03-23
2917717,marketing management,行銷管理,,营销管理,行銷管理組,2017-03-23
2917718,marketing metrics,行銷度量,,营销计量,行銷管理組,2017-03-23
2917719,marketing mix,行銷組合,,营销组合；营销组合策略,行銷管理組,2017-03-23
2917720,marketing myopia,行銷近視病,,营销近视症,行銷管理組,2017-03-23
2917721,marketing network,行銷網絡,,,行銷管理組,2017-03-23
2917722,marketing research,行銷研究,,营销研究,行銷管理組,2017-03-23
2917723,marketing resource management {=MRM},行銷資源管理,,,行銷管理組,2017-03-23
2917724,marketing strategy,行銷策略,,营销战略；营销策略,行銷管理組,2017-03-23
2917725,marketing-mix modification,行銷組合調整,,,行銷管理組,2017-03-23
2917726,market-oriented strategic planning,市場導向策略規劃,,,行銷管理組,2017-03-23
2917727,market-penetration pricing,市場滲透訂價法,,市场渗透定价,行銷管理組,2017-03-23
2917729,market-skimming pricing,市場吸脂訂價法,,市场撇脂定价,行銷管理組,2017-03-23
2917730,markup,加成,,加价,行銷管理組,2017-03-23
2917731,markup pricing,加成訂價法,,,行銷管理組,2017-03-23
2917732,Maslow's hierarchy of needs,馬斯洛需要層級；馬斯洛需求層次,,,行銷管理組,2017-03-23
2917733,mass communications,大眾傳播；大眾溝通,,,行銷管理組,2017-03-23
2917734,mass market,大眾市場,,,行銷管理組,2017-03-23
2917735,mass marketing,大眾行銷,,,行銷管理組,2017-03-23
2917736,maturity stage,成熟期,,成熟期,行銷管理組,2017-03-23
2917737,maximum acceptable price,最高可接受價格,,,行銷管理組,2017-03-23
2917739,measurement,衡量,,,行銷管理組,2017-03-23
2917740,mechanical/electronic observation,機械／電子觀察法,,,行銷管理組,2017-03-23
2917741,media,媒體,,,行銷管理組,2017-03-23
2917742,media exposure,媒體展露,,,行銷管理組,2017-03-23
2917743,media mix,媒體組合,,,行銷管理組,2017-03-23
2917744,media planning,媒體規劃,,,行銷管理組,2017-03-23
2917745,media schedule,媒體排程,,,行銷管理組,2017-03-23
2917746,media selection,媒體選擇,,,行銷管理組,2017-03-23
2917747,megamarketing,巨行銷,,大营销,行銷管理組,2017-03-23
2917748,megatrend,大趨勢,,,行銷管理組,2017-03-23
2917749,memory encoding,記憶編碼,,,行銷管理組,2020-03-26
2917750,memory retrieval,記憶提取,,,行銷管理組,2017-03-23
2917751,memory test,記憶測試,,,行銷管理組,2017-03-23
2917752,mental accounting,心智會計,,,行銷管理組,2017-03-23
2917753,merchandise management,商品管理,,,行銷管理組,2017-03-23
2917754,merchant middlemen,商品中間商,,,行銷管理組,2017-03-23
2917755,merchant wholesaler,商品批發商,,,行銷管理組,2017-03-23
2917757,message,訊息,,,行銷管理組,2017-03-23
2917758,me-too product,模仿產品,,模仿产品,行銷管理組,2017-03-23
2917759,microenvironment,個體環境；微觀環境,,微观环境,行銷管理組,2017-03-23
2917760,micromarketing,個體行銷；微觀行銷,,微观营销,行銷管理組,2017-03-23
2917761,middleman,中間商,,,行銷管理組,2017-03-23
2917762,middleman,中間商,,中间商,行銷管理組,2017-03-23
2917764,mind share,心占率,,,行銷管理組,2017-03-23
2917767,missionary sales force,傳教式銷售團隊；宣導式銷售團隊,,,行銷管理組,2017-03-23
2917768,mix,混合式,,,行銷管理組,2017-03-23
2917769,mobile defense,游移防禦,,,行銷管理組,2017-03-23
2917770,modified rebuy,修正式再購,,修正后重购,行銷管理組,2017-03-23
2917773,morphological analysis,形態分析法,,,行銷管理組,2017-03-23
2917774,motivation,動機；激勵,,,行銷管理組,2017-03-23
2917775,motivational research,動機研究,,消费者动机研究,行銷管理組,2017-03-23
2917776,motive,動機,,,行銷管理組,2017-03-23
2917777,moving average model,移動平均模式,,,行銷管理組,2017-03-23
2917778,multiattribute attitude model {=MAAM},多屬性態度模式,,,行銷管理組,2017-03-23
2917779,multibrand strategy,多品牌策略,,多品牌策略,行銷管理組,2017-03-23
2917780,multichannel conflict,多重通路衝突,,,行銷管理組,2017-03-23
2917781,multichannel distribution system,多重配銷系統,,多渠道分销系统；混合营销渠道,行銷管理組,2017-03-23
2917782,multichannel marketing,多重通路行銷,,,行銷管理組,2017-03-23
2917783,multicollinearity,複共線性,,,行銷管理組,2017-03-23
2917784,multidimensional scaling {=MDS},多元尺度法,,,行銷管理組,2017-03-23
2917785,multilevel selling,多層次銷售,,,行銷管理組,2017-03-23
2917786,multinational corporation {=MNC},多國公司,,,行銷管理組,2017-03-23
2917787,multiple regression analysis,複迴歸分析,,,行銷管理組,2017-03-23
2917788,multiple-factor index method,多因素指標法,,,行銷管理組,2017-03-23
2917789,multiple-item scale design,多項目量表設計,,,行銷管理組,2017-03-23
2917790,multiple-unit pricing,多單位訂價法,,,行銷管理組,2017-03-23
2917791,multiple-zone pricing system,多地區訂價系統,,,行銷管理組,2017-03-23
2917792,multivariate analysis,多變量分析,,,行銷管理組,2017-03-23
2917793,mystery shopper,神秘購物者；秘密客,,,行銷管理組,2017-03-23
2917794,national brand,全國性品牌,,全国品牌；制造商品牌,行銷管理組,2017-03-23
2917795,near-zero inventory,零庫存,,,行銷管理組,2017-03-23
2917796,need,需要,,,行銷管理組,2017-03-23
2917797,negative advertising,負面廣告,,,行銷管理組,2017-03-23
2917798,negative demand,負需求,,,行銷管理組,2017-03-23
2917799,network information,網絡資訊,,,行銷管理組,2017-03-23
2917800,new customer acquisition cost,新顧客取得成本,,,行銷管理組,2017-03-23
2917801,new product,新產品,,,行銷管理組,2017-03-23
2917802,new product development,新產品開發,,新产品开发,行銷管理組,2017-03-23
2917803,new task,新任務,,全新购买,行銷管理組,2017-03-23
2917805,niche market,利益市場,,补缺市场；利基市场,行銷管理組,2017-03-23
2917806,niche marketing,利基行銷,,,行銷管理組,2017-03-23
2917807,nicher,利基者,,,行銷管理組,2017-03-23
2917808,noise,干擾；噪音,,,行銷管理組,2017-03-23
2917809,nominal scale,名目尺度,,,行銷管理組,2017-03-23
2917810,non-compensatory model,非補償性模式,,,行銷管理組,2017-03-23
2917811,nondurable goods,非耐久財,,,行銷管理組,2017-03-23
2917812,nonpersonal communication channel,非人員溝通管道,,非人员沟通渠道；非人员传播渠道,行銷管理組,2017-03-23
2917813,nonprobability sampling,非機率抽樣,,,行銷管理組,2017-03-23
2917814,nonresponse error,無反應誤差,,,行銷管理組,2017-03-23
2917815,nonsampling error,非抽樣誤差,,,行銷管理組,2017-03-23
2917816,nonstore retailing,無店面零售,,,行銷管理組,2017-03-23
2917817,objective-and-task method,目標任務法,,目标任务法,行銷管理組,2017-03-23
2917818,observation,觀察法,,,行銷管理組,2017-03-23
2917819,occasion segmentation,時機區隔化,,时机细分,行銷管理組,2017-03-23
2917820,odd price,畸零尾數價格,,,行銷管理組,2017-03-23
2917821,odd-even pricing,畸零-整數訂價法,,,行銷管理組,2017-03-23
2917822,off-price retailer,平價零售商,,优惠价零售店,行銷管理組,2017-03-23
2917823,offset,補償買回,,,行銷管理組,2017-03-23
2917824,oligopolistic competition,寡占競爭,,,行銷管理組,2017-03-23
2917825,one- or two-sided arguments,單面與雙面論點,,,行銷管理組,2017-03-23
2917826,one price policy,不二價政策,,,行銷管理組,2017-03-23
2917827,one-stage area sampling,一階地區抽樣,,,行銷管理組,2017-03-23
2917828,one-stage cluster sampling,一階集群抽樣,,,行銷管理組,2017-03-23
2917829,online advertising,線上廣告,,在线广告,行銷管理組,2017-03-23
2917830,online focus group,線上焦點團體,,,行銷管理組,2017-03-23
2917831,online marketing,線上行銷,,,行銷管理組,2017-03-23
2917832,online marketing research,線上行銷研究,,,行銷管理組,2017-03-23
2917833,online social network,線上社會網絡,,,行銷管理組,2017-03-23
2917834,open-ended question,開放式問題,,,行銷管理組,2017-03-23
2917835,opinion leader,意見領袖,,,行銷管理組,2017-03-23
2917836,opportunity cost,機會成本,,,行銷管理組,2017-03-23
2917837,optimization model,最適化模式,,,行銷管理組,2017-03-23
2917838,optional-feature pricing,選購配件訂價,,,行銷管理組,2017-03-23
2917839,order getter,訂單爭取者,,,行銷管理組,2017-03-23
2917840,order point,訂購點,,,行銷管理組,2017-03-23
2917841,order taker,訂單接受者,,,行銷管理組,2017-03-23
2917842,order-processing cost,訂單處理成本,,,行銷管理組,2020-03-25
2917843,order-shipping-billing cycle,訂貨-運送-請款週期,,,行銷管理組,2017-03-23
2917844,order-to-payment cycle,定貨到付款週期,,,行銷管理組,2017-03-23
2917845,ordinal scale,順序尺度,,,行銷管理組,2017-03-23
2917846,organization marketing,組織行銷,,组织营销,行銷管理組,2017-03-23
2917847,organizational buying,組織購買,,,行銷管理組,2017-03-23
2917848,organizational market,機構市場,,,行銷管理組,2017-03-23
2917849,original equipment manufacturer {=OEM},原廠代工製造,,,行銷管理組,2017-03-23
2917850,outbound distribution,出貨配銷,,出货分销,行銷管理組,2017-03-23
2917851,outbound telemarketing,外撥電話行銷,,,行銷管理組,2017-03-23
2917852,outdoor advertising,戶外廣告,,户外广告,行銷管理組,2017-03-23
2917853,outlet store,暢貨商店,,,行銷管理組,2017-03-23
2917854,out-of-stock cost,缺貨成本,,,行銷管理組,2017-03-23
2917855,overdemand,過剩需求,,,行銷管理組,2017-03-23
2917856,overfull demand,過飽和需求,,,行銷管理組,2017-03-23
2917857,overhead cost,間接成本,,,行銷管理組,2017-03-23
2917858,packaging,包裝,,包装,行銷管理組,2017-03-23
2917860,panel survey,郵寄固定樣本調查,,,行銷管理組,2017-03-23
2917861,parallel importing,平行輸入,,,行銷管理組,2017-03-23
2917862,parameter,母數,,,行銷管理組,2017-03-23
2917863,parent brand,母品牌,,,行銷管理組,2017-03-23
2917864,participant observation,參與觀察法,,,行銷管理組,2017-03-23
2917865,partner relationship management {=PRM},夥伴關係管理,,伙伴关系管理,行銷管理組,2017-03-23
2917866,party selling,聚會銷售,,,行銷管理組,2017-03-23
2917867,penetration price policy,滲透價格政策,,,行銷管理組,2017-03-23
2917868,perceived performance,知覺績效,,,行銷管理組,2017-03-23
2917870,perceived service,知覺服務,,,行銷管理組,2017-03-23
2917871,perceived value,知覺價值,,,行銷管理組,2017-03-23
2917872,perceived-value pricing,知覺價值訂價法,,,行銷管理組,2017-03-23
2917874,perception,知覺,,,行銷管理組,2017-03-23
2917875,perceptual map,知覺圖,,感知图,行銷管理組,2017-03-23
2917877,performance marketing,績效行銷,,,行銷管理組,2020-03-25
2917878,periodic survey,定期調查,,,行銷管理組,2017-03-23
2917879,peripheral route,周邊路徑,,,行銷管理組,2020-04-01
2917880,perishability,易逝性,,,行銷管理組,2017-03-23
