ID,英文名稱,中文名稱,圖片,審譯日期,來源,更新日期
5448740,antipsychotics,抗精神病藥,,,,2019-10-31
5448741,antipyretic analgesics,解熱鎮痛劑(藥),,107.01.18,,2019-10-31
5448742,antipyretics,解熱劑(藥),,107.01.18,國編館,2019-10-31
5448743,antiradiation drugs,抗輻射藥,,,,2019-10-31
5448744,antirheumatics,抗風濕劑(藥),,107.01.18,國編館,2019-10-31
5448745,antirheumatoid agents,抗類風濕藥,,,,2019-10-31
5448746,antiscabietics,抗疥蟲劑(藥),,107.01.18,,2019-10-31
5448747,antischistosomal agents,抗血吸蟲藥,,,,2019-10-31
5448748,antischistosomal drugs,抗血吸蟲病藥,,102.05.13,中華無菌製劑協會,2019-10-31
5448749,antischizophrenics,抗精神分裂症劑(藥),,107.01.18,,2019-10-31
5448750,antiseborrhoics,抗脂漏劑(藥),,107.01.18,,2019-10-31
5448751,antisecretory drugs,抑酸劑；抑分泌藥,,107.01.18,Remington,2019-10-31
5448752,antisense drugs,反意藥；反義藥,,102.06.13,,2019-10-31
5448753,antiseptics,抗菌劑；防腐劑,,107.01.18,,2019-10-31
5448754,antisera,抗血清,,104.07.09,Remington,2019-10-31
5448755,antispasmodics,解痙劑(藥),,107.01.18,中華無菌製劑協會,2019-10-31
5448756,antitapeworm drugs,驅絛蟲藥,,,,2019-10-31
5448757,antithrombin,抗凝血酶,,,,2019-10-31
5448758,antithromboplastin,抗凝血激素,,,,2019-10-31
5448759,antithrombotics,抗血栓劑(藥),,107.01.18,,2019-10-31
5448760,antithyroid agents,抗甲狀腺劑,,,,2019-10-31
5448761,antithyroid drugs,抗甲狀腺藥,,,,2019-10-31
5448762,antitoxin,抗毒素,,103.02.13,中華藥典,2019-10-31
5448763,antitrichomonal agents,抗滴蟲劑,,,,2019-10-31
5448764,antitubercular agents,抗結核劑,,,,2019-10-31
5448765,antituberculosis drugs,抗結核病藥,,,,2019-10-31
5448766,antitussive agents,鎮咳劑,,,,2019-10-31
5448767,antitussives,鎮咳劑(藥),,107.01.18,,2019-10-31
5448768,antiulcer drugs,抗潰瘍藥,,,,2019-10-31
5448769,antiurolithics,抗尿路結石劑(藥),,107.01.18,,2019-10-31
5448770,antivaricose agents,抗靜脈曲張劑,,,,2019-10-31
5448771,antivenin,抗蛇毒血清,,,,2019-10-31
5448772,antivenomous serum,抗蛇毒血清,,,,2019-10-31
5448773,antivertigo agents,抗眩暈劑,,,,2019-10-31
5448774,antiviral agents,抗病毒劑,,,,2019-10-31
5448775,antivirals,抗病毒藥,,,,2019-10-31
5448776,anxiolytics,抗焦慮劑(藥),,107.01.18,,2019-10-31
5448777,aortic,主動脈的,,104.07.09,Remington,2019-10-31
5448778,aphrodisiacs,壯陽劑(藥),,107.01.18,國編館,2019-10-31
5448779,aplastic anemia,再生不良性貧血,,104.07.09,Remington,2019-10-31
5448780,apolipoprotein E,脂蛋白E,,104.07.09,Remington,2019-10-31
5448781,apomorphine hydrochloride,鹽酸阿朴嗎啡,,,化學藥品,2019-10-31
5448782,apothecary,藥局；藥師,,104.07.09,Remington,2019-10-31
5448783,apparent viscosity,擬黏稠度,,103.03.13,中華無菌製劑協會,2019-10-31
5448784,apparent volume of distribution,擬分佈體積,,,,2019-10-31
5448785,appetite suppressants,食慾抑制藥,,,,2019-10-31
5448786,apricot {Armeniacae Semen},杏仁,,103.06.19,中醫藥,2019-10-31
5448787,aqua regia,王水,,,國編館,2019-10-31
5448788,aqueous,水性的,,104.07.09,Remington,2019-10-31
5448789,aquilaria {Aquilariae Lignum Resinatum},沉香,,103.06.19,中醫藥,2019-10-31
5448790,arabic gum,亞拉伯膠,,,國編館,2019-10-31
5448791,arachis oil,花生油,,102.04.18,國立編譯館,2019-10-31
5448792,arctium seed {Arctii Fructus},牛蒡子；惡實,,103.07.17,中醫藥,2019-10-31
5448793,areca nut {Arecae Semen},檳榔,,103.06.19,中醫藥,2019-10-31
5448794,argon,氬,,104.07.09,Remington,2019-10-31
5448795,aripiprazole,阿立哌唑,,,化學藥品,2019-10-31
5448796,arnica,山金車花,,107.01.18,健康食品,2019-10-31
5448797,aromatase inhibitors,芳香酶抑制劑,,101.02.09,,2019-10-31
5448798,aromatherapy,芳香療法,,104.07.09,Remington,2019-10-31
5448799,aromatic bitters,芳香苦味劑,,,國編館,2019-10-31
5448800,aromatic elixir,芳香酏,,,國編館,2019-10-31
5448801,aromatic tincture,芳香酊,,,國編館,2019-10-31
5448802,aromatic water,芳香水劑,,,國編館,2019-10-31
5448803,arrhythmia,心律不整,,103.03.13,中華無菌製劑協會,2019-10-31
5448804,Artemisiae Argyi Folium,艾葉,,103.06.19,,2019-10-31
5448805,arthritis,關節炎,,103.03.13,,2019-10-31
5448806,articaine hydrochloride,鹽酸阿替卡因,,,化學藥品,2019-10-31
5448807,asbestos,石棉,,,國編館,2019-10-31
5448808,as-built,竣工,,107.01.18,GMP,2019-10-31
5448809,ascaricide,驅蛔蟲藥,,101.05.17,,2019-10-31
5448810,ascorbic acid,抗壞血酸；維生素C,,2019.09.20,,2019-10-31
5448811,ascorbic acid {Vitamin C},抗壞血酸；維生素C,,<p>102.11.06</p>,<p>中華藥典</p>,2019-10-31
5448812,asepsis,無菌,,,,2019-10-31
5448813,aseptic,無菌的,,,,2019-10-31
5448814,aseptic processing,無菌操作,,,,2019-10-31
5448815,ash,灰分,,,,2019-10-31
5448816,Asian wormwood herb {Artemisiae Argyi Folium},艾葉,,103.08.14,,2019-10-31
5448817,Asini Corii Gelatinum,阿膠,,103.06.19,中醫藥,2019-10-31
5448818,asparagus root {Asparagi Radix},天[門]冬,,103.06.19,中醫藥,2019-10-31
5448819,aspirin,阿斯匹林,,,,2019-10-31
5448820,ass hide gelatin {Asini Corii Gelatinum},阿膠,,103.06.19,中醫藥,2019-10-31
5448821,assay,含量測定 {藥學},,,,2019-10-31
5448822,assessment,評估,,104.07.09,Remington,2019-10-31
5448823,assistant pharmacist,藥劑生,,107.04.19,中華無菌製劑協會,2019-10-31
5448824,asthma,氣喘,,104.07.09,Remington,2019-10-31
5448825,astragalus root {Astragali Radix},黃耆,,103.06.19,中醫藥,2019-10-31
5448826,astringents,收斂劑,,,,2019-10-31
5448827,at-line,線側,,107.01.18,GMP,2019-10-31
5448828,atomic absorption spectroscopy {=AAS},原子吸收光譜學,,107.01.18,,2019-10-31
5448829,atorvastatin calcium,阿托伐他汀鈣,,,化學藥品,2019-10-31
5448830,atractylodes rhizome {Atractylodis Rhizoma},蒼朮,,103.06.19,中醫藥,2019-10-31
5448831,at-rest,靜態,,107.01.18,GMP,2019-10-31
5448832,atrial fibrillation,心房纖維性顫動,,,,2019-10-31
5448833,atrial flutter,心房撲動,,,,2019-10-31
5448834,atrial tachycardia,心房節律加快,,,,2019-10-31
5448835,atropine sulfate,硫酸阿托品,,,<p>化學藥品</p>,2019-10-31
5448836,atropisomer,構型異構,,,,2019-10-31
5448837,atypical,非典型的,,104.07.09,Remington,2019-10-31
5448838,AUC {area under curve},曲線下面積,,104.07.09,Remington,2019-10-31
5448839,audit,稽核；稽查,,104.06.11,GCP,2019-10-31
5448840,audit trail,稽查蹤跡,,103.11.20,GMP,2019-10-31
5448841,auric chloride,三氯化金,,,國編館,2019-10-31
5448842,autacoids,自泌素,,,,2019-10-31
5448843,authorized person,被授權人,,103.11.20,GMP,2019-10-31
5448844,autoclave,高壓蒸氣滅菌器,,,,2019-10-31
5448845,autoimmune disease,自體免疫疾病,,,,2019-10-31
5448846,autologous donation,自體捐血,,103.11.20,GMP,2019-10-31
5448847,autolysis,自溶,,,,2019-10-31
5448848,automatic ampule-filling and sealing machine,自動安瓿充填熔封機,,,,2019-10-31
5448849,autonomics,自主神經藥物,,,,2019-10-31
5448850,autoradiography,放射顯影法,,,,2019-10-31
5448851,auxiliary,輔助的,,104.07.09,Remington,2019-10-31
5448852,A-V nodal reciprocation,房室結逆向回轉,,,,2019-10-31
5448853,A-V node,房室結,,,,2019-10-31
5448854,avocado,酪梨；鱷梨,,107.01.18,健康食品,2019-10-31
5448855,avoirdupois,英制重量單位,,104.07.09,Remington,2019-10-31
5448856,azeotrope,共沸液,,,,2019-10-31
5448857,azeotropic,共沸的,,107.01.18,中華無菌製劑協會,2019-10-31
5448858,azeotropic distillation,共沸蒸餾,,,,2019-10-31
5448859,azeotropic point,共沸點,,,,2019-10-31
5448860,azithromycin,亞茲索黴素,,,化學藥品,2019-10-31
5448861,azo violet,偶氮紫,,,,2019-10-31
5448862,bacillus Calmette-Guerin vaccine {=BCG vaccine},卡介苗,,107.01.18,,2019-10-31
5448863,bacitracin,桿菌素,,,化學藥品,2019-10-31
5448864,backbone,主鏈,,,,2019-10-31
5448865,bactericides,殺菌劑,,,,2019-10-31
5448866,bacteriostatic agents,抑菌劑,,,,2019-10-31
5448867,bacteriostatics,抑菌劑,,,,2019-10-31
5448868,baizhu,白朮,,107.01.18,,2019-10-31
5448869,ball mill,球磨機,,,,2019-10-31
5448870,balsam,香膠,,,,2019-10-31
5448871,barberry,刺小蘗,,107.01.18,健康食品,2019-10-31
5448872,barbital,巴比妥,,,,2019-10-31
5448873,barley sprout,[大]麥芽,,103.06.19,中醫藥,2019-10-31
5448874,barrier technology,屏障技術,,104.07.09,Remington,2019-10-31
5448875,basal medium,基本培養基,,101.07.12,中華無菌製劑協會,2019-10-31
5448876,baseline scale,基線刻度,,106.09.12,,2019-10-31
5448877,batch,批,,,,2019-10-31
5448878,batch number,批號,,,,2019-10-31
5448879,batch process,批次製程,,103.11.20,GMP,2019-10-31
5448880,batch record,批次紀錄,,,,2019-10-31
5448881,batch records,批次紀錄,,103.11.20,GMP,2019-10-31
5448882,batch release,批次放行,,103.11.20,GMP,2019-10-31
5448883,batch systems,批次系統,,103.11.20,GMP,2019-10-31
5448884,bathochromic shift,紅移,,102.06.13,中華無菌製劑協會,2019-10-31
5448885,bayberry,蠟楊梅,,107.01.18,健康食品,2019-10-31
5448886,bearberry leaves,熊葡萄葉,,,國編館,2019-10-31
5448887,bedfast patient,臥床病人,,104.07.09,Remington,2019-10-31
5448888,bee pollen,蜜蜂花粉,,103.09.11,健康食品,2019-10-31
5448889,bee venom,蜂毒,,101.06.07,,2019-10-31
5448890,belladonna,顛茄,,107.03.22,Remington,2019-10-31
5448891,belladonna extract,顛茄浸膏,,,國編館,2019-10-31
5448892,bencao,本草,,103.08.14,,2019-10-31
5448893,Benedict reagent,本內迪克試劑,,102.03.14,中華無菌製劑協會,2019-10-31
5448894,bentonite,皂土,,,,2019-10-31
5448895,benzaldehyde,苯甲醛,,,,2019-10-31
5448896,benzene,苯,,107.05.14,通則試藥與溶液,2019-10-31
5448897,benzene hexachloride {=BHC},六氯苯,,107.01.18,,2019-10-31
5448898,benzethonium chloride,苄索銨氯鹽,,2019.12.17,,2019-10-31
5448899,benzocaine,苯唑卡因,,,化學藥品,2019-10-31
5448900,benzoic acid,苯甲酸；安息香酸,,,國編館,2019-10-31
5448901,benzoin,安息香,,,國編館,2019-10-31
5448902,benzophenones,二苯甲酮類,,,,2019-10-31
5448903,benzoyl peroxide,過氧化苯醯,,,,2019-10-31
5448904,benzyl alcohol,芐醇；苯甲醇,,2019.12.17,,2019-10-31
5448905,benzylpenicillin benzathine,苄乙二胺青黴素,,,化學藥品,2019-10-31
5448906,benzylpenicillin potassium,苄青黴素鉀,,,化學藥品,2019-10-31
5448907,berberine,小蘗(檗)鹼,,107.01.18,國編館,2019-10-31
5448908,berberine chloride,氯化小蘖(檗)鹼,,107.01.18,,2019-10-31
5448909,bergamot,佛手柑,,103.06.19,中醫藥,2019-10-31
5448910,bergamot {Citri Sarcodactylis Fructus},佛手；佛手柑,,103.08.14,中醫藥,2019-10-31
5448911,beta cyclodextrin,β-環糊精,,108.04.25,,2019-10-31
5448912,betaine,甜菜鹼,,,國編館,2019-10-31
5448913,beta-lactam antibiotics,β -內醯胺抗生素,,107.01.18,Remington,2019-10-31
5448914,beta-lactamase inhibitors,β- 內醯胺酶抑制劑,,107.01.18,Remington,2019-10-31
5448915,betamethasone acetate,貝皮質醇乙酸酯,,107.10.18,,2019-10-31
5448916,betamethasone valerate,戊酸貝皮質醇,,,化學藥品,2019-10-31
5448917,betel nut,檳榔,,103.06.19,,2019-10-31
5448918,bethanechol chlorine,氯化[口普]脂膽鹼,,,化學藥品,2019-10-31
5448919,betony,藥水蘇,,107.01.18,健康食品,2019-10-31
5448920,biguanides,縮二胍,,<p>114.05.27</p>,<p>Remington</p>,2019-10-31
5448921,bilberry fruit,越橘,,107.01.18,健康食品,2019-10-31
5448922,bile acids,膽酸,,104.07.09,Remington,2019-10-31
5448923,bile salts,膽鹽,,,,2019-10-31
5448924,biliary excretion,膽汁分泌,,104.07.09,Remington,2019-10-31
5448925,bilirubin,膽紅素,,,,2019-10-31
5448926,binder,黏合劑,,,,2019-10-31
5448927,bioadhesives,生物黏附劑,,107.01.18,Remington,2019-10-31
5448928,bioassay,生物活性檢測,,,,2019-10-31
5448929,bioavailability,生體可用率,,,,2019-10-31
5448930,bioburden,負荷菌,,103.11.20,GMP,2019-10-31
5448931,biocompatibility,生物相容性,,,,2019-10-31
5448932,bioequivalence,生體相等性,,,,2019-10-31
5448933,biogenerator,生物反應器,,103.11.20,GMP,2019-10-31
5448934,biogenesis,生源；生合成,,,,2019-10-31
5448935,biogenetic synthesis,生合成,,,,2019-10-31
5448936,bio-hazard,生物危害,,103.11.20,GMP,2019-10-31
5448937,bioinformatics,生物資訊學,,105.04.22,,2019-10-31
5448938,bioisostere,生物類性體,,,,2019-10-31
5448939,biological auxiliary material,生物輔助材料,,103.11.20,GMP,2019-10-31
5448940,biological indicator {=BI},生物指示劑,,107.01.18,GMP,2019-10-31
5448941,biological potency,生物效價,,,,2019-10-31
5448942,biological products,生物製劑,,,,2019-10-31
5448943,biologics,生物製劑,,,,2019-10-31
5448944,biomacromolecule,生物巨分子,,,,2019-10-31
5448945,biomarker,生物標記,,104.04.16,GMP,2019-10-31
5448946,biomass,生物量,,,,2019-10-31
5448947,biomembrane,生物膜,,,,2019-10-31
5448948,biometrics,計量生物學,,105.10.20,,2019-10-31
5448949,biopharmaceutics,生物藥劑學,,,,2019-10-31
5448950,biopharmacy,生物藥學,,,,2019-10-31
5448951,biosafety level {=BSL},生物安全層級,,103.11.20,GMP,2019-10-31
5448952,biostatistics,生物統計學,,,,2019-10-31
5448953,biosynthesis,生合成,,,,2019-10-31
5448954,biosynthetic pathway,生合成途徑,,,,2019-10-31
5448955,biotin,生物素,,104.07.09,Remington,2019-10-31
5448956,biotransformation,生物變換,,,,2019-10-31
5448957,biphosphonates,雙磷酸鹽類,,104.07.09,Remington,2019-10-31
5448958,birch oil,樺木油,,104.07.09,Remington,2019-10-31
5448959,bismuth oxynitrate,次硝酸鉍,,,國編館,2019-10-31
5448960,bismuth subgallate,次沒食子酸鉍,,,國編館,2019-10-31
5448961,bismuth subnitrate,次硝酸鉍,,,國編館,2019-10-31
5448962,bismuth subsalicylate,次水楊酸鉍,,,國編館,2019-10-31
5448963,bitter almond,苦杏仁,,,國編館,2019-10-31
5448964,bitter orange fruit {Aurantii Fructus},枳殼；枳實,,103.06.19,中醫藥,2019-10-31
5448965,bitter principles,苦味質,,,,2019-10-31
5448966,bitter stomachics,苦味健胃劑(藥),,107.01.18,國編館,2019-10-31
5448967,bitters,苦味健胃藥,,,國編館,2019-10-31
5448968,black cohosh,黑升麻,,107.01.18,健康食品,2019-10-31
5448969,black sesame seed {Sesami Nigrum Semen},黑芝麻,,107.01.18,中醫藥,2019-10-31
5448970,blank,空白 {試驗；溶劑；液},,105.06.20,,2019-10-31
5448971,bleaching powder,漂白粉,,104.08.13,Remington,2019-10-31
5448972,blender,混合器,,,,2019-10-31
5448973,blinding,盲性,,,,2019-10-31
5448974,blister package,泡型包裝,,101.11.14,中華無菌製劑協會,2019-10-31
5448975,blood coagulation,血液凝固,,,,2019-10-31
5448976,blood coagulation factors,凝血因子,,,,2019-10-31
5448977,blood donor,供血者,,104.08.13,Remington,2019-10-31
5448978,blood dyscrasias,惡血質；血液惡質,,104.08.13,Remington,2019-10-31
5448979,blood establishment,血液機構,,103.11.20,GMP,2019-10-31
5448980,blood glucose,血糖,,104.08.13,Remington,2019-10-31
5448981,blood lipids,血脂,,104.08.13,Remington,2019-10-31
5448982,blood plasma expanders,代用血漿,,104.08.13,Remington,2019-10-31
5448983,blood plasma extenders,血漿稀釋劑,,104.08.13,Remington,2019-10-31
5448984,blood pressure management,血壓管理,,104.08.13,Remington,2019-10-31
5448985,blood products,血液製劑,,,,2019-10-31
5448986,blood substitutes,血液代用品,,,,2019-10-31
5448987,blood testing,驗血,,104.08.13,Remington,2019-10-31
5448988,blood urea nitrogen,血脲氮,,,,2019-10-31
5448989,blood-bank technology,血庫技術,,104.08.13,Remington,2019-10-31
5448990,blood-brain barrier,血腦障壁,,,,2019-10-31
5448991,blood-clotting,血塊,,104.08.13,Remington,2019-10-31
5448992,blood-retinal barrier,血液視網膜屏障,,104.11.20,,2019-10-31
5448993,blue cohosh,藍升麻；葳嚴仙,,107.01.18,健康食品,2019-10-31
5448994,blue shift,藍移,,102.06.13,中華無菌製劑協會,2019-10-31
5448995,bogus drugs,假藥,,,,2019-10-31
5448996,boiling-point elevation,沸點上升,,104.08.13,Remington,2019-10-31
5448997,bolus,推注,,,,2019-10-31
5448998,bonding,鍵結,,104.08.13,Remington,2019-10-31
5448999,bonds,鍵,,104.08.13,Remington,2019-10-31
5449000,Bond's law,班氏定律,,104.08.13,Remington,2019-10-31
5449001,bone cement,骨泥,,,,2019-10-31
5449002,bone charcoal,骨炭末,,103.04.10,,2019-10-31
5449003,bone mineralization,骨質礦化,,104.08.13,Remington,2019-10-31
5449004,boneset,貫葉澤蘭,,107.01.18,健康食品,2019-10-31
5449005,boracic gauze,硼酸紗布,,,國編館,2019-10-31
5449006,borage,琉璃苣,,107.01.18,健康食品,2019-10-31
5449007,boric acid,硼酸,,,,2019-10-31
5449008,borneol,冰片；龍腦,,103.06.19,中醫藥,2019-10-31
5449009,botanicals,植物藥,,,,2019-10-31
5449010,botulinum toxin,肉毒桿菌毒素,,,,2019-10-31
5449011,bourbanal,乙[基]香草醛,,104.08.13,Remington,2019-10-31
5449012,bovine bezoar {Bovis Calculus},牛黃,,103.06.19,中醫藥,2019-10-31
5449013,bovine serum,牛血清,,,,2019-10-31
5449014,bovine serum albumin {=BSA},牛血清白蛋白,,107.01.18,,2019-10-31
5449015,bovine spongiform encephalopathy {=BSE},牛海綿狀腦病；狂牛病,,107.01.18,Remington,2019-10-31
5449016,bracketing,概括法,,107.01.18,GMP,2019-10-31
5449017,bradycardia,心跳減慢,,,,2019-10-31
5449018,Brazil-wood,巴西蘇木,,107.01.18,國編館,2019-10-31
5449019,breath freshener tablets,口腔清新錠；口香錠,,107.01.18,Remington,2019-10-31
5449020,Briggsian logarithm,常用對數,,104.08.13,Remington,2019-10-31
5449021,brilliant alizarin violet,亮茜素紫,,,,2019-10-31
5449022,British anti-Lewisite {=BAL},英國路易士毒氣解毒劑；二硫丙醇,,107.01.18,Remington,2019-10-31
5449023,British measures,英制度量衡,,104.08.13,Remington,2019-10-31
5449024,broad spectrum,廣效,,,,2019-10-31
5449025,broad spectrum antibiotics,廣效抗生素,,101.09.06,,2019-10-31
5449026,bromocresol blue,溴甲酚藍,,,,2019-10-31
5449027,bromocresol green,溴甲酚綠,,,,2019-10-31
5449028,bromocresol purple,溴甲酚紫,,,,2019-10-31
5449029,bromocriptine mesylate,甲磺酸溴麥角克普汀,,,化學藥品,2019-10-31
5449030,bromophenol blue,溴酚藍,,,,2019-10-31
5449031,bronchodilators,支氣管擴張藥,,104.08.13,Remington,2019-10-31
5449032,broth,培養液,,,,2019-10-31
5449033,brown mixture,複方甘草合劑,,,國編館,2019-10-31
5449034,brucine,馬錢子鹼；二甲基番木鼈鹼,,,國編館,2019-10-31
5449035,bubble point test,起泡點試驗,,107.04.19,,2019-10-31
5449036,buccal,口頰,,102.12.05,,2019-10-31
5449037,buccal administration,口頰投藥,,104.08.13,Remington,2019-10-31
5449038,buccal tablet,口頰錠,,,,2019-10-31
5449039,buckthorn bark,歐鼠李皮,,,國編館,2019-10-31
5449040,Buddha's hand citron,佛手柑,,103.06.19,中醫藥,2019-10-31
5449041,bufadienolides,蟾蜍強心苷,,,,2019-10-31
5449042,buffalo horn {Bubali Cornu},水牛角,,103.06.19,中醫藥,2019-10-31
5449043,buffer capacity,緩衝能力；緩衝容量,,104.08.13,Remington,2019-10-31
5449044,buffers,緩衝劑；緩衝液；緩衝區,,104.08.13,Remington,2019-10-31
5449045,bufotoxins,蟾蜍毒素,,,,2019-10-31
5449046,bulk,原液；散裝,,104.08.13,Remington,2019-10-31
5449047,bulk agent,增量劑,,,,2019-10-31
5449048,bulk density,本體密度；粗密度；鬆密度,,107.08.17,Remington,2019-10-31
5449049,bulk laxatives,增量緩瀉劑,,105.10.20,,2019-10-31
5449050,bulk production,量產,,,,2019-10-31
5449051,bulk-forming laxatives,容積性緩瀉劑,,104.08.13,Remington,2019-10-31
