ID,英文名稱,中文名稱,圖片,組別,審定日期,更新日期
19447775,digging,挖掘,,,,2022-07-15
19447776,digital archive,數位典藏,,測量組,,2022-07-15
19447777,digital computer,數位計算機,,,,2022-07-15
19447778,digital elevation model (DEM),數值高程模型,,測量組,,2022-07-15
19447779,digital elevation model (DEM) generation,數值高程模型產製,,測量組,,2022-07-15
19447780,digital filter,數值濾波器,,測量組,,2022-07-15
19447781,digital image processing,數值影像處理；數位影像處理,,測量組,,2022-07-15
19447782,digital line graph (DLG),數值線繪圖形{地理資訊},,測量組,,2022-07-15
19447784,digital surface model (DSM),數值表面模型；數值覆蓋面模型,,測量組,,2022-07-15
19447785,digital surface model (DSM) generation,數值表面模型產製；數值覆蓋面模型產製,,測量組,,2022-07-15
19447786,digital terrain model,數值地形模型；數位地形模型,,都計組,,2022-07-15
19447787,digital terrain model (DTM),數值地形模型,,測量組,,2022-07-15
19447788,digital terrain model (DTM) generation,數值地形模型產製,,測量組,,2022-07-15
19447789,dihedral angle,二面角,,測量組,,2022-07-15
19447790,dike,岩脈；堤,,,,2022-07-15
19447791,dilatancy,體積膨脹量；側向增量{結構},,,,2022-07-15
19447792,dilation,體積膨脹{因混凝土中水三相變化造成}；膨脹；擴張,,,,2022-07-15
19447793,diluent,稀釋液；稀釋劑,,,,2022-07-15
19447794,dilution,稀釋[作用],,環工組,,2022-07-15
19447795,dilution disposal,稀釋處置,,環工組,,2022-07-15
19447796,dilution factor,稀釋率,,,,2022-07-15
19447797,dilution gaging,稀釋測流法,,,,2022-07-15
19447798,dilution gauging,稀釋量測法,,環工組,,2022-07-15
19447799,dilution of precision (DOP),精度稀釋[因子],,測量組,,2022-07-15
19447800,dilution of supervision,稀釋監督,,營管組,,2022-07-15
19447801,dilution ratio,稀釋率,,環工組,,2022-07-15
19447802,diluvium deposit,洪積土；洪積層,,,,2022-07-15
19447803,dimension,尺度；[尺寸]標註{CAD},,,,2022-07-15
19447804,dimensional stability,尺度穩定性；尺寸穩定性,,材料_FRP,,2022-07-15
19447805,dimensionality,維度,,測量組,,2022-07-15
19447806,dimensionless unit graph,無因次單位圖；無維度單位圖,,,,2022-07-15
19447807,dimensionless unit hydrograph,無因次單位歷線,,,,2022-07-15
19447808,dimensionless variable,無因次變敷；無維度變數,,,,2022-07-15
19447809,dimethyl aniline,二甲基苯胺,,材料_FRP,,2022-07-15
19447810,diminishing of superelevation,超高遞減,,,,2022-07-15
19447811,diminishing scale,縮尺,,,,2022-07-15
19447812,dimming control,調光控制,,營管組,,2022-07-15
19447813,dimming control system,調光控制系統,,營管組,,2022-07-15
19447814,dimorphism,二型性；同質二像,,環工組,,2022-07-15
19447815,Diocletian window,戴克里先窗,,,,2022-07-15
19447816,dioecy,雌雄異體,,環工組,,2022-07-15
19447817,diopter,古代測角儀器；照準器,,,,2022-07-15
19447818,dioxin,戴奧辛,,環工組,,2022-07-15
19447819,dip,傾角,,,,2022-07-15
19447820,dip angle,傾角,,,,2022-07-15
19447821,dip direction,傾向{傾斜方向},,,,2022-07-15
19447822,dip fault,傾向斷層,,,,2022-07-15
19447823,dip needle,磁傾儀,,,,2022-07-15
19447824,diphenol,[聯苯]二酚,,環工組,,2022-07-15
19447825,diploid,二倍體,,環工組,,2022-07-15
19447826,dipolar ion,偶極離子,,環工組,,2022-07-15
19447827,dipole moment,偶極矩,,環工組,,2022-07-15
19447828,dipole source,雙極波源,,環工組,,2022-07-15
19447829,dipper arm,斗柄,,,,2022-07-15
19447830,dipteral temple,雙排柱圍廊式神廟,,,,2022-07-15
19447831,direct acting pump,直接出力抽水機,,,,2022-07-15
19447832,direct benefit,直接效益,,,,2022-07-15
19447833,direct calculation,正算,,測量組,,2022-07-15
19447834,direct compensation,直接補償,,,,2022-07-15
19447835,direct contractor,直接承攬商；業主指定承包商,,營管組,,2022-07-15
19447836,direct cost,直接成本,,營管組,,2022-07-15
19447837,direct current arc welder,直流電弧銲接器,,,,2022-07-15
19447838,direct current power equipment,直流電源設備,,營管組,,2022-07-15
19447839,direct damage,直接損害,,都計組,,2022-07-15
19447840,direct digital control,直接數位控制,,營管組,,2022-07-15
19447841,direct distance surveying,直接距離測量,,,,2022-07-15
19447842,direct dumping,直接卸料；直接傾卸,,,,2022-07-15
19447843,direct effect of radiation,輻射直接效應,,環工組,,2022-07-15
19447844,direct evaporative cooling,直接蒸發冷卻,,建築_環控,,2022-07-15
19447845,direct filtration,直接過濾法,,環工組,,2022-07-15
19447846,direct fixation rail fastener,無道碴道床鋼軌扣件,,,,2022-07-15
19447847,direct fixation track,無道碴[直接固結]軌道,,,,2022-07-15
19447848,direct gain solar heating system,直接太陽能供暖系統,,建築_環控,,2022-07-15
19447849,direct geodetic problem,大地正算問題,,測量組,,2022-07-15
19447850,direct georeferencing,直接地理定位,,測量組,,2022-07-15
19447851,direct impact,直接衝擊,,營管組,,2022-07-15
19447852,direct integration,直接積分,,,,2022-07-15
19447853,direct labor cost,直接人工成本,,營管組,,2022-07-15
19447855,direct line telephone system (DLTS),直通電話系統,,,,2022-07-15
19447856,direct linear transformation (DLT),直接線性轉換,,測量組,,2022-07-15
19447857,direct load,直接載重,,,,2022-07-15
19447858,direct material cost,直接材料成本,,營管組,,2022-07-15
19447859,direct melt,直接熔融,,材料_FRP,,2022-07-15
19447860,direct olfactometry,直接嗅覺,,環工組,,2022-07-15
19447861,direct oxidation,直接氧化,,,,2022-07-15
19447862,direct photolysis,直接光解,,環工組,,2022-07-15
19447863,direct problem,正算問題,,測量組,,2022-07-15
19447864,direct runoff,直接逕流,,,,2022-07-15
19447865,direct shear apparatus,直接剪力儀,,,,2022-07-15
19447866,direct solar radiation,直接太陽輻射,,建築_環控,,2022-07-15
19447867,direct solution,正算；正解,,測量組,,2022-07-15
19447868,direct stiffness method,直接勁度法,,,,2022-07-15
19447869,direct surface runoff,直接地表逕流,,,,2022-07-15
19447870,direct-access multistory apartment,直接到户的多層公寓,,建築_環控,,2022-07-15
19447871,direct-acting pump,直動式幫浦；直動式泵；直接出力泵,,,,2022-07-15
19447872,direct-current arc welder,直流電弧銲接機,,,,2022-07-15
19447873,direct-current arc welding,直流電弧銲接,,,,2022-07-15
19447874,direct-current withstand voltage test,直流耐電壓試驗,,材料_FRP,,2022-07-15
19447875,direct-gain solar energy building,直接太陽能供暖建築,,建築_環控,,2022-07-15
19447876,direction cosine,方向餘弦,,測量組,,2022-07-15
19447877,direction float,方向浮標,,,,2022-07-15
19447878,direction indicator,風向指示器；方向指示器,,,,2022-07-15
19447879,direction operation,分向別運轉,,,,2022-07-15
19447880,direction sign,方向指示標誌,,,,2022-07-15
19447881,direction to be followed,遵行方向,,,,2022-07-15
19447882,direction traffic,方向別運轉,,,,2022-07-15
19447883,directional distribution,方向分布,,,,2022-07-15
19447884,directional interchange,直接式交流道,,,,2022-07-15
19447885,directional island,導向島,,,,2022-07-15
19447886,directional operation,方向別運轉,,,,2022-07-15
19447887,directional solidification,定向固化,,材料_FRP,,2022-07-15
19447888,directional spectrum,方向[頻]譜,,,,2022-07-15
19447889,directory,指引設施；導引設施,,營管組,,2022-07-15
19447890,direct-reading tacheometer,即讀視距儀；直讀視距儀,,,,2022-07-15
19447891,dirt train,運土列車,,,,2022-07-15
19447892,disaster,災害,,,,2022-07-15
19447893,disaster complexity,災害複雜性,,都計組,,2022-07-15
19447894,disaster field office (DFO),災害前進指揮所,,都計組,,2022-07-15
19447895,disaster insurance,災害保險,,都計組,,2022-07-15
19447896,disaster management,災害管理,,都計組,,2022-07-15
19447897,disaster phase,災害階段,,都計組,,2022-07-15
19447898,disaster prevention,災害預防,,都計組,,2022-07-15
19447899,disaster prevention plan,防災計畫,,,,2022-07-15
19447900,disaster reduction,減災,,都計組,,2022-07-15
19447901,disaster resilience,災害韌性；災害回復力,,都計組,,2022-07-15
19447902,disaster resistant community,耐災社區；抗災社區,,都計組,,2022-07-15
19447903,disaster risk management,災害風險管理,,都計組,,2022-07-15
19447904,disc dowel,圓板型榫釘,,,,2022-07-15
19447905,disc pile,底盤式椿,,,,2022-07-15
19447906,disc plough,盤式犁,,,,2022-07-15
19447907,disc type brake,圓盤式剎車,,,,2022-07-15
19447908,discarded tire retaining wall,廢輪胎擋土牆,,營管組,,2022-07-15
19447909,discentering distortion,離心畸變差,,測量組,,2022-07-15
19447910,discharge,流量；排放,,環工組,,2022-07-15
19447911,discharge coefficient,流量係數,,,,2022-07-15
19447912,discharge condition,流量條件,,,,2022-07-15
19447913,discharge curve,流量曲線,,,,2022-07-15
19447914,discharge deterioration,放電劣化,,材料_FRP,,2022-07-15
19447915,discharge diagram,流量圖,,,,2022-07-15
19447916,discharge head,流量水頭,,,,2022-07-15
19447917,discharge mass curve,流量累積曲線,,,,2022-07-15
19447918,discharge of storm sewage,雨水流量,,,,2022-07-15
19447919,discharge permit,排放許可證,,環工組,,2022-07-15
19447920,discharge point,放流口,,環工組,,2022-07-15
19447921,discharge section line,流量斷面線,,,,2022-07-15
19447922,discharge site,流量站址,,,,2022-07-15
19447923,discharge-area curve,流量-面積曲線,,,,2022-07-15
19447924,discharge-duration curve,流量-延時曲線,,,,2022-07-15
19447925,discharging berth,卸貨船席,,,,2022-07-15
19447926,discharging station,卸貨站,,,,2022-07-15
19447927,discipline,專業領域,,營管組,,2022-07-15
19447928,discoloration,褪色,,,,2022-07-15
19447929,discontinuity,不連續性；不連續面,,,,2022-07-15
19447930,discontinuity layer for reservior,水庫躍層；水庫變溫層,,環工組,,2022-07-15
19447931,discount rate,折現率,,,,2022-07-15
19447932,discourse,論述,,,,2022-07-15
19447933,discovery ship,探索船,,,,2022-07-15
19447934,discrepancy bond certificate,差額保證金證明書,,營管組,,2022-07-15
19447935,discrete settling,單顆粒沈降,,環工組,,2022-07-15
19447936,discretionary change order,可選擇的變更指示,,營管組,,2022-07-15
19447937,disinfectant,消毒劑,,環工組,,2022-07-15
19447938,disinfection,消毒,,環工組,,2022-07-15
19447939,disinfection by-product (DBP),消毒副產物,,環工組,,2022-07-15
19447940,disinfection equipment,滅菌設備,,營管組,,2022-07-15
19447941,disintegration,解體；分裂；蛻變,,綱結構名詞-銲接與AISC,,2022-07-15
19447942,disintegration constant,衰變常數,,環工組,,2022-07-15
19447943,disk colorimeter,圓盤比色計,,環工組,,2022-07-15
19447944,dispatcher,調度員,,,,2022-07-15
19447945,dispatching center,綜合調度所,,,,2022-07-15
19447946,dispatching command,行車命令；調度指令,,,,2022-07-15
19447947,dispatching sheet,派工單,,,,2022-07-15
19447948,dispenser,分配器；分注器,,,,2022-07-15
19447949,dispersal,散布,,環工組,,2022-07-15
19447950,dispersal color,散膠色料,,環工組,,2022-07-15
19447951,dispersant,分散劑；助磨劑,,,,2022-07-15
19447952,dispersant agent,流動化劑,,,,2022-07-15
19447953,disperse area,疏散地區,,,,2022-07-15
19447954,disperse phase,分散相,,環工組,,2022-07-15
19447955,dispersed development,分散式開發,,,,2022-07-15
19447956,dispersed material,分散材,,材料_FRP,,2022-07-15
19447957,dispersed settlement,稀疏集居；稀疏聚落,,,,2022-07-15
19447958,dispersed structure,分散式結構,,,,2022-07-15
19447959,dispersing agent,分散劑,,,,2022-07-15
19447960,dispersion coefficient,延散係數；分散係數,,環工組,,2022-07-15
19447961,dispersion cup,溶散容器,,,,2022-07-15
19447962,dispersion index,散布指數,,,,2022-07-15
19447963,displaced foundation,置換基礎,,,,2022-07-15
19447964,displacement,位移,,,,2022-07-15
19447965,displacement curve,排水量曲線{船舶用},,,,2022-07-15
19447966,displacement efficiency,置換效率,,環工組,,2022-07-15
19447967,displacement method,位移法；變位法,,,,2022-07-15
19447968,displacement seismograph,變位地震儀,,,,2022-07-15
19447969,displacement spectrum,位移振譜,,,,2022-07-15
19447970,displacement-time graph,位移-時間關係圖,,,,2022-07-15
19447971,displacement-velocity graph,位移-速度關係圖,,,,2022-07-15
19447972,disposal,處置；棄置,,環工組,,2022-07-15
19447973,disposal by dilution,稀釋處置法,,,,2022-07-15
19447974,disposal material,棄方,,營管組,,2022-07-15
19447975,dispute petition,爭議陳情；糾紛陳情,,環工組,,2022-07-15
19447976,dispute settlement,爭議解決；糾紛處理,,環工組,,2022-07-15
19447977,disruption,阻斷{營建},,營管組,,2022-07-15
19447978,disruptive selection,分化選汰；分裂天擇,,環工組,,2022-07-15
19447979,dissimilatory sulfate bacteria,脫硫菌,,環工組,,2022-07-15
19447980,dissociation,解離；游離,,環工組,,2022-07-15
19447981,dissociation constant,解離常數；游離常數,,環工組,,2022-07-15
19447982,dissociation energy,解離能,,環工組,,2022-07-15
19447983,dissolved air floatation,溶解氣體浮除法,,環工組,,2022-07-15
19447984,dissolved matter,溶解物,,,,2022-07-15
19447985,dissolved oxygen (DO),溶氧,,,,2022-07-15
19447986,dissolved oxygen sag curve,氧垂曲線,,環工組,,2022-07-15
19447987,dissolved solid,溶解固體,,環工組,,2022-07-15
19447988,distance between stations,站間距離,,,,2022-07-15
19447989,distance from epicenter,震央距離,,,,2022-07-15
19447990,distance mark,里程標,,,,2022-07-15
19447991,distance marker,距離標記,,,,2022-07-15
19447992,distance of distinct vision,明視距,,,,2022-07-15
19447993,distance of eccentricity,偏心距,,,,2022-07-15
19447994,distance piece,間隔零件；定位墊塊,,,,2022-07-15
19447995,distance signal,遠距號誌；預告號誌,,,,2022-07-15
19447996,distance sleeve,定距套筒,,,,2022-07-15
19447997,distance surveying,距離測量,,,,2022-07-15
19447998,distance-based fare system,計程費率制,,,,2022-07-15
19447999,distance-mark,里程標,,,,2022-07-15
19448000,distance-measuring equipment (DME),測距儀,,,,2022-07-15
19448001,distillate,蒸餾液,,環工組,,2022-07-15
19448002,distillation,蒸餾,,環工組,,2022-07-15
19448003,distilled water,蒸餾水,,環工組,,2022-07-15
19448004,distilling flask,蒸餾瓶,,環工組,,2022-07-15
19448005,distilling ship,給水船,,,,2022-07-15
19448006,distorsion settlement,扭轉沉陷,,,,2022-07-15
19448007,distortion,扭曲變形,,,,2022-07-15
19448008,distortion of image,影像畸變,,,,2022-07-15
19448009,distortional wave,扭曲波,,,,2022-07-15
19448010,distress,破壞；開裂與變形,,,,2022-07-15
19448011,distress call,遇險呼救信號,,,,2022-07-15
19448012,distress gun,遇險信號槍,,,,2022-07-15
19448013,distress signal,遇險信號,,,,2022-07-15
19448014,distributed load,分布載重,,,,2022-07-15
19448015,distributed mass system,分布質量系統,,,,2022-07-15
19448016,distributed moment,分布力矩；分配力矩,,,,2022-07-15
19448017,distributed parameter,分布參數,,,,2022-07-15
19448018,distributing area,配水區；配水面積,,,,2022-07-15
19448019,distributing branch,配水支管,,,,2022-07-15
19448020,distributing main,配水主管,,,,2022-07-15
19448021,distributing pipe,配水管,,,,2022-07-15
19448022,distributing reservoir,配水池；配水庫,,,,2022-07-15
19448023,distribution,分布；分配,,環工組,,2022-07-15
19448024,distribution bar,溫度鋼筋,,,,2022-07-15
19448025,distribution coefficient,分配係數；分布係數,,環工組,,2022-07-15
19448026,distribution curve,分布曲線；分配曲線,,,,2022-07-15
19448027,distribution factor,分配係數,,,,2022-07-15
19448028,distribution graph,分配歷線,,,,2022-07-15
19448029,distribution method,分配法,,,,2022-07-15
19448030,distribution ratio,配水比,,,,2022-07-15
19448031,distribution reservoir,配水池,,環工組,,2022-07-15
19448032,distribution steel,分布鋼筋,,,,2022-07-15
19448033,distribution street,集散街道,,,,2022-07-15
19448034,distribution system,配水系統；分配系統,,環工組,,2022-07-15
19448035,distribution-bar reinforcement,分布鋼筋；分布加勁材,,,,2022-07-15
19448036,district center,地區中心,,,,2022-07-15
19448037,district heating,區域供熱,,環工組,,2022-07-15
19448038,district railway,地區鐵路,,,,2022-07-15
19448039,district ticket,區間票,,,,2022-07-15
19448040,district-based fare system,區域費率制,,,,2022-07-15
19448041,distrubutor road,集散道路,,,,2022-07-15
19448042,disturbed sample,擾動樣本,,,,2022-07-15
19448043,disturbed soil,擾動土,,,,2022-07-15
19448044,disturbing potential,擾動位,,測量組,,2022-07-15
19448045,ditch,溝,,,,2022-07-15
19448046,ditch scoop excavator,掘溝機,,環工組,,2022-07-15
19448048,ditch-side border,溝邊界,,,,2022-07-15
19448049,diurnal circle,自轉圈,,測量組,,2022-07-15
19448050,diurnal energy wave,每日能量波動,,建築_環控,,2022-07-15
19448051,diurnal heat capacity,每日熱容量,,建築_環控,,2022-07-15
19448052,diurnal peak,每日尖峰,,環工組,,2022-07-15
19448053,diurnal temperature swing,每日氣溫波動,,建築_環控,,2022-07-15
19448054,divalet metal,二價金屬,,環工組,,2022-07-15
19448055,divan,晉見廳{印度宮殿},,,,2022-07-15
19448056,divergent photographing,分向攝影；發散攝影,,,,2022-07-15
19448057,diverging,岔出,,,,2022-07-15
19448058,diverging traffic,擴散車流,,,,2022-07-15
19448059,diver's paralysis,潛水病,,,,2022-07-15
19448060,diversion channel,分水道；分水渠,,,,2022-07-15
19448061,diversion conduit,引水渠道；導水渠道,,環工組,,2022-07-15
19448062,diversion dam,引水壩；導水壩,,環工組,,2022-07-15
19448063,diversion ratio,分水比；分洪比,,,,2022-07-15
19448064,diversity,歧異度；多樣性,,環工組,,2022-07-15
19448065,diverted road,分流道路,,,,2022-07-15
19448066,diverted traffic,分流交通,,,,2022-07-15
19448067,divided highway,分線公路,,,,2022-07-15
19448068,divided road,分線道路,,,,2022-07-15
19448069,divider strips,分隔帶,,,,2022-07-15
19448070,dividing strip,分隔帶,,,,2022-07-15
19448071,diving apparatus,潛水工具,,,,2022-07-15
19448072,diving equipment,潛水設備,,,,2022-07-15
19448073,diving instructor,潛水教練,,,,2022-07-15
19448074,diving machine,潛水機,,,,2022-07-15
19448075,diving signal,潛水信號,,,,2022-07-15
19448076,diving telephone,潛水電話,,,,2022-07-15
19448077,division line,分道線,,,,2022-07-15
19448078,division of work,工作分項,,營管組,,2022-07-15
19448079,divisional curb,分道緣石,,,,2022-07-15
19448080,divisional island,分隔島,,,,2022-07-15
19448081,D-line cracks,邊緣裂縫,,,,2022-07-15
19448082,dock and depot district,碼頭倉庫區,,,,2022-07-15
19448083,dock drainage tunnel,船塢排水涵洞,,,,2022-07-15
19448084,dock keel,龍骨坐墊,,,,2022-07-15
19448085,dock sill,船塢底檻；塢檻,,,,2022-07-15
19448086,dock supplemental facilities,碼頭附屬設施,,營管組,,2022-07-15
19448087,dock tug,港內拖船,,,,2022-07-15
19448088,dock tunnel,隧道式船塢,,,,2022-07-15
19448089,docking accommodation,入塢裝置,,,,2022-07-15
19448090,docking block,龍骨墊塊,,,,2022-07-15
19448091,docking period,入塢期,,,,2022-07-15
19448092,doctor blade,刮刀片,,材料_FRP,,2022-07-15
19448093,doctor roll,刮刀輥,,材料_FRP,,2022-07-15
19448094,documentation programme,文件計畫,,營管組,,2022-07-15
19448095,doldrum,赤道無風帶,,,,2022-07-15
19448096,dolly,樁墊,,,,2022-07-15
19448097,dolmen,支石墓,,,,2022-07-15
19448098,dolomite,白雲石,,,,2022-07-15
19448099,dolphin berth,叢樁船席,,,,2022-07-15
19448100,dome,方形格柵版模；雙向肋梁版模；圓頂；穹頂；穹窿,,,,2022-07-15
19448101,dome construction,圓頂構造,,,,2022-07-15
19448102,dome structure,圓頂結構,,,,2022-07-15
19448103,domestic consumption,國內消費,,都計組,,2022-07-15
19448104,domestic filter,家用濾水器,,,,2022-07-15
19448105,domestic garbage,家庭垃圾,,環工組,,2022-07-15
19448106,domestic harbor,國內港；非通商港,,,,2022-07-15
19448107,domestic income,國內所得,,都計組,,2022-07-15
19448108,domestic sewage,家庭污水,,環工組,,2022-07-15
19448109,domestic solid waste,家庭固體廢棄物,,環工組,,2022-07-15
19448110,domestic subcontractor,自選分包商,,,,2022-07-15
19448111,domestic waste,家庭廢棄物,,環工組,,2022-07-15
19448112,domestic wastewater treatment,家庭污水處理,,環工組,,2022-07-15
19448113,domestic water consumption,生活用水量；家戶用水量,,,,2022-07-15
19448114,domestic water filtrating equipment,生活用水過濾設備；家戶用水過濾設備,,營管組,,2022-07-15
19448115,domestic water heater,生活用水加熱器；家戶用水加熱器,,營管組,,2022-07-15
19448116,domestic water piping,生活用水管路；家戶用水管路,,營管組,,2022-07-15
19448117,domestic water supply equipment,生活用供水設備；家戶用供水設備,,營管組,,2022-07-15
19448118,dominance,優勢{遺傳},,環工組,,2022-07-15
19448119,dominance hierarchy,優勢階層,,環工組,,2022-07-15
19448120,dominant discharge,主要流量,,,,2022-07-15
19448121,dominant formative discharge,主要造床流量,,,,2022-07-15
19448122,domus,宅邸{古羅馬},,,,2022-07-15
19448123,donjon,城堡主樓{法文},,,,2022-07-15
19448124,door and frame,門扇及門樘,,營管組,,2022-07-15
19448125,door by door collecting system,逐戶收集系統,,環工組,,2022-07-15
19448126,door hinge,門鉸鏈,,營管組,,2022-07-15
19448127,door louver,嵌門百葉,,營管組,,2022-07-15
19448128,door open indicator light,門開指示燈,,,,2022-07-15
19448129,door restoration,門修復,,營管組,,2022-07-15
19448130,door-to-door service,及門服務,,,,2022-07-15
19448131,Doppler shift,都卜勒位移,,測量組,,2022-07-15
19448132,Doric order,多立克柱式,,,,2022-07-15
19448133,dormancy,休眠；蟄伏,,環工組,,2022-07-15
19448134,dormant crack,穩定裂縫,,,,2022-07-15
19448135,dormitory area,宿舍區,,,,2022-07-15
19448136,dormitory town,居住型市鎮{以提供住宅為主的市鎮},,,,2022-07-15
19448137,dosage,[單位]加藥量,,環工組,,2022-07-15
19448138,dose,[單次]劑量,,環工組,,2022-07-15
19448139,dose-response curve,劑量－效應曲線,,環工組,,2022-07-15
19448140,dose-response function,劑量－效應函數,,環工組,,2022-07-15
19448141,dosing apparatus,配水設備,,,,2022-07-15
19448142,dosing device,調劑設備,,,,2022-07-15
19448143,dosing ratio,配量比,,,,2022-07-15
19448144,dosing tank,調劑槽,,,,2022-07-15
19448146,dot product,點積；內積,,,,2022-07-15
19448147,dotting pen,點線筆,,,,2022-07-15
19448148,double acting compressor,雙動式壓縮機,,,,2022-07-15
19448149,double acting hammer,雙動錘,,,,2022-07-15
19448150,double acting jack,雙動千斤頂,,,,2022-07-15
19448151,double acting pile driver,雙動式打樁機,,,,2022-07-15
19448152,double acting steam pile driver,雙動蒸汽打椿機,,,,2022-07-15
19448153,double alternate system,雙路口迭亮系統,,,,2022-07-15
19448154,double axes type transit,複測經緯儀；複軸經緯儀；雙軸經緯儀,,,,2022-07-15
19448155,double bond,雙鍵,,環工組,,2022-07-15
19448156,double breakwater,雙防波堤,,,,2022-07-15
19448157,double center theodolite,複測經緯儀；複軸經緯儀；雙軸經緯儀,,,,2022-07-15
19448158,double center transit,複測經緯儀；複軸經緯儀；雙軸經緯儀,,,,2022-07-15
19448159,double centering,雙心定直線法,,測量組,,2022-07-15
19448160,double coagulation,兩次混凝,,,,2022-07-15
19448161,double cogging,雙側接榫法{木},,,,2022-07-15
19448162,double cone dowel,雙錐頭合釘,,,,2022-07-15
19448163,double crossover,雙橫渡線；交叉橫渡線,,,,2022-07-15
19448164,double curvature,雙曲率,,,,2022-07-15
19448165,double curve turnout,雙開道岔,,,,2022-07-15
19448166,double difference,二次差[分],,測量組,,2022-07-15
19448167,double difference positioning,二次差[分]定位,,測量組,,2022-07-15
19448168,double differencing,二次差[分],,測量組,,2022-07-15
19448169,double discharge spiral water turbine,雙流螺旋式水渦輪,,,,2022-07-15
19448170,double folded vernier,折回複讀游標,,,,2022-07-15
19448171,double headed rail,雙頭軌條,,,,2022-07-15
19448172,double latticing,交叉雙連格條,,,,2022-07-15
19448173,double layer diffuse,雙層擴散,,,,2022-07-15
19448174,double loaded corridor,雙邊出入走道,,建築_環控,,2022-07-15
19448175,double main system,雙幹管系統,,環工組,,2022-07-15
19448176,double parking,併排停車,,,,2022-07-15
19448177,double pointed nail,兩頭尖釘,,,,2022-07-15
19448178,double prismatic square,雙稜矩鏡；雙直角鏡,,,,2022-07-15
19448179,double projection,雙重投影,,,,2022-07-15
19448180,double pumpcrete machine,雙泵混凝土機,,,,2022-07-15
19448181,double rope aerial cableway,雙線索道,,,,2022-07-15
19448182,double scarf,雙面嵌接,,材料_FRP,,2022-07-15
19448183,double section,複式斷面,,,,2022-07-15
19448184,double ships dry dock,雙船乾塢,,,,2022-07-15
19448185,double side tipping wagon,兩側傾卸車,,,,2022-07-15
19448186,double skew notch,雙斜凹槽,,,,2022-07-15
19448187,double sling,雙支索,,,,2022-07-15
19448188,double slip switch,複式轉轍器,,,,2022-07-15
19448189,double stage compression,兩段壓縮,,,,2022-07-15
19448190,double step joint,兩段斜接頭,,,,2022-07-15
19448191,double switch,雙動轉轍器,,,,2022-07-15
19448192,double T beam,雙T梁,,,,2022-07-15
19448193,double tee beam,雙T形梁,,,,2022-07-15
19448194,double tide,[一日]雙潮,,,,2022-07-15
19448195,double tie rods,雙拉桿,,,,2022-07-15
19448196,double toggle crusher,雙肘碎石機,,,,2022-07-15
19448197,double track,複線,,,,2022-07-15
19448198,double track operation,複線運轉,,,,2022-07-15
19448199,double turnout,複式道岔,,,,2022-07-15
19448200,double-acting steam hammer,雙動式蒸汽錘,,,,2022-07-15
19448201,double-buoys mooring,雙浮標寄船碇,,,,2022-07-15
19448202,double-cut file,雙向齒銼刀,,,,2022-07-15
19448203,double-deck railcar,雙層鐵路車廂,,,,2022-07-15
19448204,double-deck road,雙層道路,,,,2022-07-15
19448205,double-deck trestle,雙層棧橋,,,,2022-07-15
19448206,double-difference ambigutiy,二次差[分]模稜；二次差[分]模糊,,測量組,,2022-07-15
19448207,double-drum hoist,雙鼓起重機,,,,2022-07-15
19448208,double-headed nail,雙頭釘,,,,2022-07-15
19448209,double-hung window,上下雙推窗,,建築_環控,,2022-07-15
19448210,double-intersection truss,雙交叉腹材桁架,,,,2022-07-15
19448211,double-level road,異階道路,,,,2022-07-15
19448212,double-main system,雙幹管系統,,,,2022-07-15
19448213,double-rodded leveling,雙標尺水準測量,,測量組,,2022-07-15
19448214,double-rope grab,雙索抓斗,,,,2022-07-15
19448215,double-seal manhole cover,複式人孔封蓋,,,,2022-07-15
19448216,double-skin extrusion panel,雙面鋁擠型面板結構,,,,2022-07-15
19448217,double-stack train (DST),雙層貨櫃列車,,,,2022-07-15
19448218,double-tee beam,雙T形梁,,,,2022-07-15
19448219,double-track bridge,雙軌橋；複線橋,,,,2022-07-15
19448220,double-up,連續噴塗法,,,,2022-07-15
19448221,double-wall cofferdam,複牆式圍堰,,,,2022-07-15
19448222,doubling time,倍增時間,,環工組,,2022-07-15
19448223,doubly reinfoced beam,雙筋梁,,,,2022-07-15
19448224,doughnut,墊圈{環狀鋼筋保護層間隔器},,,,2022-07-15
19448225,doughnut (donut),墊片；鋼筋間隔器,,,,2022-07-15
19448226,Dove prism,達夫稜鏡；杜夫稜鏡,,測量組,,2022-07-15
19448227,dovetail tenon,鳩尾榫,,,,2022-07-15
19448228,dovetailed tenon,鳩尾榫,,,,2022-07-15
19448229,dovetailing,鳩尾接頭,,,,2022-07-15
19448230,dowel,榫釘；綴縫筋,,,,2022-07-15
19448231,dowel bar,綴縫筋,,,,2022-07-15
19448232,dowel bar inserter,綴縫筋插入器,,,,2022-07-15
19448233,dowel deflection,榫釘變位；綴縫筋變位,,,,2022-07-15
19448234,dowel lubricant,榫釘潤滑油,,,,2022-07-15
19448235,dowel rod,榫釘桿,,,,2022-07-15
19448236,dowel screw,螺絲梢,,,,2022-07-15
19448237,dowel-bar reinforcement,綴縫筋；綴縫加勁材,,,,2022-07-15
19448238,down cycling,減值回收；降級回收,,建築_環控,,2022-07-15
19448239,down draught,下引作用,,環工組,,2022-07-15
19448240,down grade,下坡,,,,2022-07-15
19448241,down hold,下折點,,,,2022-07-15
19448242,down time,故障時間,,,,2022-07-15
19448243,down wash,下沖作用,,環工組,,2022-07-15
