ID,英文名稱,中文名稱,圖片,界,門,綱,目,科,屬,種,資料來源,更新日期
3599610,Carex wahuensis,布氏宿柱薹;健壯薹草,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Poales禾本目,Cyperaceae莎草科,Carex薹屬,wahuensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599611,Neritina waigiensis,五彩蜑螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Archaeogastropoda原始腹足目,Neritidae蜑螺科,Neritina河蜑螺屬,waigiensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599612,Psammoperca waigiensis,紅眼沙鱸;紅眼鱸;紅目鱸;紅目;沙鱸,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Latidae尖吻鱸科,Psammoperca沙鱸屬,waigiensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599613,Coscinodiscus wailesii,威利圓篩藻,,Chromista原藻界,Ochrophyta褐藻門,Coscinodiscophyceae圓篩藻綱,Coscinodiscales圓篩藻目,Coscinodiscaceae圓篩藻科,Coscinodiscus圓篩藻屬,wailesii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599614,Stolephorus waitei,韋氏側帶小公魚;魏氏小公魚;_仔,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Clupeiformes鯡形目,Engraulidae鯷科,Stolephorus側帶小公魚屬,waitei,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599615,Conus wakayamaensis,和歌山芋螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Neogastropoda新腹足目,Conidae芋螺科,Conus,wakayamaensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599616,Phenacovolva wakayamaensis,和歌山菱角螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Mesogastropoda中腹足目,Ovulidae海兔螺科,Phenacovolva騙梭螺屬,wakayamaensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599617,Aleurodiscus wakefieldiae,威氏盤革菌,,Fungi真菌界,Basidiomycota擔子菌門,Basidiomycetes擔子菌綱,Russulales紅菇目,Stereaceae韌革菌科,Aleurodiscus盤革菌屬,wakefieldiae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599618,Thalamita wakensis,連額短槳蟹,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Decapoda十足目,Portunidae梭子蟹科,Thalamita短槳蟹屬,wakensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599619,Malakichthys wakiyae,脅谷軟魚;大面側仔,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Acropomatidae發光鯛科,Malakichthys軟魚屬,wakiyae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599620,Borboresthes walamiensis,瓦拉米污毛朽木甲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Tenebrionidae擬步行蟲科,Borboresthes污毛朽木甲屬,walamiensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599621,Rhinophytoptus walapiensis,瓦拉米鼻植羽節蜱,,Animalia動物界,Arthropoda節肢動物門,Arachnida蛛形綱,Trombidiformes絨_目,Diptilomiopidae_羽爪節蜱科,Rhinophytoptus鼻植羽節蜱屬,walapiensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599622,Cypraea walkeri,瓦氏寶螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Mesogastropoda中腹足目,Cypraeidae寶螺科,Cypraea寶螺屬,walkeri,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599623,Floribundaria walkeri,疏葉絲帶苔,,Plantae植物界,Bryophyta苔類植物門,Bryopsida苔綱,Leucodontales白齒苔目,Meteoriaceae蔓苔科,Floribundaria絲帶苔屬,walkeri,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599624,Spirobolus walkeri,浙山蛩,,Animalia動物界,Arthropoda節肢動物門,Diplopoda倍足綱,Spirobolida山蛩目,Spirobolidae旋刺馬陸科,Spirobolus旋刺馬陸屬,walkeri,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599625,Bathycongrus wallacei,瓦氏深海糯鰻;瓦氏深海康吉鰻;糯米鰻;穴子鰻;臭腥鰻;海鰻;沙鰻,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Anguilliformes鰻形目,Congridae糯鰻科,Bathycongrus深海糯鰻屬,wallacei,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599626,Crossotarsus wallacei,華萊士截尾長小蠹,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Curculionidae象鼻蟲科,Crossotarsus,wallacei,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599627,Euwallacea wallacei,華萊氏方胸小蠹,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Curculionidae象鼻蟲科,Euwallacea,wallacei,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599628,Impatiens walleriana,非洲鳳仙花;玻璃翠;矮鳳仙;指甲花;勿碰我;急性子,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Ericales杜鵑花目,Balsaminaceae鳳仙花科,Impatiens鳳仙花屬,walleriana,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599629,Epsilonretrovirus (fish retroviruses) Walleye dermal sarcoma virus,大眼梭鱸皮膚肉瘤病毒,,Viruses病毒,,,ssRNA-RTRNA逆轉錄病毒,Retroviridae逆轉錄病毒科,Epsilonretrovirus (fish retroviruses)ε反轉錄病毒屬,Walleye dermal sarcoma virus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599630,Epsilonretrovirus (fish retroviruses) Walleye epidermal hyperplasia virus 1 & 2,大眼梭鱸魚表皮過度增c,,Viruses病毒,,,ssRNA-RTRNA逆轉錄病毒,Retroviridae逆轉錄病毒科,Epsilonretrovirus (fish retroviruses)ε反轉錄病毒屬,Walleye epidermal hyperplasia virus 1 & 2,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599631,Cetrariopsis wallichiana,瓦氏類島衣,,Fungi真菌界,Ascomycota子囊菌門,Lecanoromycetes茶漬綱,Lecanorales茶漬目,Parmeliaceae梅衣科,Cetrariopsis類島衣屬,wallichiana,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599632,Dryopteris wallichiana,瓦氏鱗毛蕨,,Plantae植物界,Pteridophyta蕨類植物門,Filicopsida真蕨綱,Polypodiales水龍骨目,Dryopteridaceae鱗毛蕨科,Dryopteris鱗毛蕨屬,wallichiana,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599633,Parmelinella wallichiana,裂芽大黃髓梅衣,,Fungi真菌界,Ascomycota子囊菌門,Lecanoromycetes茶漬綱,Lecanorales茶漬目,Parmeliaceae梅衣科,Parmelinella大黃髓梅衣屬,wallichiana,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599634,Pteris wallichiana,瓦氏鳳尾蕨,,Plantae植物界,Pteridophyta蕨類植物門,Filicopsida真蕨綱,Polypodiales水龍骨目,Pteridaceae鳳尾蕨科,Pteris鳳尾蕨屬,wallichiana,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599635,Campylodiscus wallichianus normanicus,威氏馬鞍藻,,Chromista原藻界,Bacillariophyta矽藻門,Bacillariophyceae矽藻綱,Surirellales雙菱藻目,Surirellaceae雙菱藻科,Campylodiscus馬鞍藻屬,wallichianus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599636,Campylodiscus wallichianus,威氏馬鞍藻,,Chromista原藻界,Bacillariophyta矽藻門,Bacillariophyceae矽藻綱,Surirellales雙菱藻目,Surirellaceae雙菱藻科,Campylodiscus馬鞍藻屬,wallichianus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599637,Juncus wallichianus,小葉燈心草;長耳燈心草;球頭燈心草,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Poales禾本目,Juncaceae燈心草科,Juncus燈心草屬,wallichianus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599638,Rubus wallichianus,鬼懸鉤子,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Rosales薔薇目,Rosaceae薔薇科,Rubus懸鉤子屬,wallichianus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599639,Aerobryidium wallichii,瓦氏毛扭苔,,Plantae植物界,Bryophyta苔類植物門,Bryopsida苔綱,Leucodontales白齒苔目,Meteoriaceae蔓苔科,Aerobryidium毛扭苔屬,wallichii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599640,Brahmaea wallichii insulata,枯球籮紋蛾;水蠟蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Brahmaeidae籮紋蛾科,Brahmaea籮紋蛾屬,wallichii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599641,Duthiella wallichii,綠鋸苔,,Plantae植物界,Bryophyta苔類植物門,Bryopsida苔綱,Isobryales變齒苔目,Trachypodaceae扭葉苔科,Duthiella綠鋸苔屬,wallichii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599642,Helicosphaera wallichii,瓦氏螺旋球藻,,Chromista原藻界,Haptophyta定鞭藻門,Prymnesiophyceae定鞭藻綱,Zygodiscales合盤藻目,Helicosphaeraceae螺旋球藻科,Helicosphaera螺旋球藻屬,wallichii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599643,Lasianthus wallichii,圓葉雞屎樹;斜基粗葉木,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Gentianales龍膽目,Rubiaceae茜草科,Lasianthus雞屎樹屬,wallichii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599644,Oleandra wallichii,蓧蕨,,Plantae植物界,Pteridophyta蕨類植物門,Filicopsida真蕨綱,Polypodiales水龍骨目,Oleandraceae蓧蕨科,Oleandra蓧蕨屬,wallichii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599645,Randia wallichii,大果玉心花;嶺羅麥,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Gentianales龍膽目,Rubiaceae茜草科,Randia茜草樹屬,wallichii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599646,Rotala wallichii,瓦氏水豬母乳,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Myrtales桃金孃目,Lythraceae千屈菜科,Rotala水豬母乳屬,wallichii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599647,Schoenoplectus wallichii,豬毛草;臺灣水莞,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Poales禾本目,Cyperaceae莎草科,Schoenoplectus擬莞屬,wallichii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599648,Strobilanthes wallichii,翅柄馬藍,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Lamiales唇形目,Acanthaceae爵床科,Strobilanthes馬藍屬,wallichii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599649,Ergaea walshi,扁舟螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Mesogastropoda中腹足目,Calyptraeidae舟螺科,Ergaea,walshi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599650,Solenocera waltairensis,華氏管鞭蝦,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Decapoda十足目,Solenoceridae管鞭蝦科,Solenocera管鞭蝦屬,waltairensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599651,Capnodium walteri,華特氏煤煙菌,,Fungi真菌界,Ascomycota子囊菌門,Dothideomycetes座囊菌綱,Capnodiales煤炱目,Capnodiaceae煤炱科,Capnodium煤炱屬,walteri,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599652,Trichoglossum walteri,沃爾特毛舌菌,,Fungi真菌界,Ascomycota子囊菌門,Ascomycetes子囊菌綱,Leotiales錘舌菌目,Geoglossaceae地舌菌科,Trichoglossum毛舌菌屬,walteri,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599653,Eupyrgops waltonianus,碎斑硬象鼻蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Curculionidae象鼻蟲科,Eupyrgops,waltonianus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599654,Sinularia wanannensis,望安指形軟珊瑚,,Animalia動物界,Cnidaria刺胞動物門,Anthozoa珊瑚蟲綱,Alcyonacea軟珊瑚目,Alcyoniidae軟珊瑚科,Sinularia指形軟珊瑚屬,wanannensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599655,Cytherois wangchieni,王翦擬花介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Paradoxostomatidae魚形介科,Cytherois擬花介屬,wangchieni,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599656,Cytheropteron wangchieni,王翦似羽花介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Cytheruridae尾花介科,Cytheropteron羽花介屬,wangchieni,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599657,Agalope wangi,王氏薄翅斑蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Zygaenidae斑蛾科,Agalope薄翅斑蛾屬,wangi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599658,Allopachria wangi,汪氏彩斑龍蝨,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Dytiscidae龍蝨科,Allopachria彩斑龍蝨屬,wangi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599659,Amarygmus (s. str.) wangi,王氏圓迴木蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Tenebrionidae擬步行蟲科,Amarygmus (s. str.)圓迴木蟲屬,wangi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599660,Amynthas wangi,王氏遠環蚓,,Animalia動物界,Annelida環節動物門,Clitellata環帶綱,Haplotaxida單向蚓目,Megascolecidae鉅蚓科,Amynthas遠環蚓屬,wangi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599661,Derispia wangi,王氏球擬步行蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Tenebrionidae擬步行蟲科,Derispia球擬步行蟲屬,wangi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599662,Geothelphusa wangi,王氏澤蟹,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Decapoda十足目,Potamidae溪蟹科,Geothelphusa澤蟹屬,wangi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599663,Hydraena wangi,汪氏細牙蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Hydraenidae細牙蟲科(苔水龜科),Hydraena細牙蟲屬(苔水龜科),wangi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599664,Kurixalus wangi,王氏樹蛙,,Animalia動物界,Chordata脊索動物門,Amphibia兩生綱,Anura無尾目,Rhacophoridae樹蛙科,Kurixalus原指樹蛙屬,wangi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599665,Myrmeleon wangi,王氏蟻蛉,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Neuroptera脈翅目,Myrmeleontidae蟻蛉科,Myrmeleon蟻蛉屬,wangi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599666,Panelus wangi,王氏卵蜣螂,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Scarabaeidae金龜子科,Panelus卵蜣螂屬,wangi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599667,Pyrosis wangi,王氏冥枯葉蛾;王氏枯葉蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Lasiocampidae枯葉蛾科,Pyrosis,wangi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599668,Samia wangi,眉紋天蠶蛾;王氏眉紋天蠶蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Saturniidae天蠶蛾科,Samia眉紋天蠶蛾屬,wangi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599669,Andreaea wangiana,王氏黑苔,,Plantae植物界,Bryophyta苔類植物門,Andreaeopsida黑苔綱,Andreaeales黑苔目,Andreaeaceae黑苔科,Andreaea黑苔屬,wangiana,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599670,Neocandona wangshiehi,王謝新玻璃介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Cyprididae金星介科,Neocandona新玻璃介屬,wangshiehi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599671,Paracypria wangtaoa,王道副金星介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Paracyprididae副金星介科,Paracypria副金星介屬,wangtaoa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599672,Saurida wanieso,鱷蛇鯔,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Aulopiformes仙女魚目,Synodontidae合齒魚科,Saurida蛇鯔屬,wanieso,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599673,Forcipomyia (Lasiohelea) wanjungensis,萬榮鋏蠓,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Ceratopogonidae蠓科,Forcipomyia (Lasiohelea)鋏蠓屬(蠛蠓亞屬),wanjungensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599674,Gyrosigma wansbeckii,萬斯布紋藻,,Chromista原藻界,Bacillariophyta矽藻門,Bacillariophyceae矽藻綱,Naviculales舟形藻目,Naviculaceae舟形藻科,Gyrosigma布紋藻屬,wansbeckii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599675,Anuga wantsungyangi,楊氏殿尾夜蛾;楊氏殿尾蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Euteliidae尾夜蛾科,Anuga,wantsungyangi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599676,Neocandona wanwuia,萬物新玻璃介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Cyprididae金星介科,Neocandona新玻璃介屬,wanwuia,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599677,Ena warburgi,瓦氏擬煙管蝸牛,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Stylommatophora柄眼目,Enidae似煙管蝸牛科,Ena,warburgi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599678,Pothos warburgii,臺灣石柑,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Alismatales澤瀉目,Araceae天南星科,Pothos柚葉藤屬,warburgii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599679,Reinboldiella warburgii,翁寶任氏仙藻,,Plantae植物界,Rhodophyta紅藻植物門,Florideophyceae真紅藻綱,Ceramiales仙菜目,Ceramiaceae仙菜科,Reinboldiella,warburgii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599680,Salix warburgii,水柳,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Malpighiales黃褥花目,Salicaceae楊柳科,Salix柳屬,warburgii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599681,Xylaria warburgii,瓦伯氏炭角菌,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,Xylariales炭角菌目,Xylariaceae炭角菌科,Xylaria炭角菌屬,warburgii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599682,Haemaphysalis warburtoni,汶川血蜱,,Animalia動物界,Arthropoda節肢動物門,Arachnida蛛形綱,Ixodida真蜱目,Ixodidae硬蜱科,Haemaphysalis血蜱屬,warburtoni,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599683,Austrolethops wardi,沃氏軟塘鱧;華氏軟塘鱧,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Gobiidae_虎科,Austrolethops軟塘鱧屬,wardi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599684,Valenciennea wardii,沃德范式塘鱧;鞍帶凡塘鱧,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Gobiidae_虎科,Valenciennea范氏塘鱧屬,wardii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599685,Ceratoscopelus warmingii,瓦明氏角燈魚;瓦氏角燈魚;燈籠魚;七星魚;光魚,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Myctophiformes燈籠魚目,Myctophidae燈籠魚科,Ceratoscopelus角燈魚屬,warmingii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599686,Staphylococcus warneri,沃氏葡萄球菌,,Bacteria細菌界,Firmicutes厚壁菌門,Bacilli桿菌綱,Bacillales芽孢桿菌目,Staphylococcaceae葡萄球菌科,Staphylococcus葡萄球菌屬,warneri,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599687,Palpita warrenalis,白臘擬絹野螟蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Crambidae草螟科,Palpita絹鬚野螟屬,warrenalis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599688,Canna warscewiczii,紫葉美人蕉,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Zingiberales薑目,Cannaceae美人蕉科,Canna美人蕉屬,warscewiczii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599689,Octolasmis warwickii,斧板茗荷,,Animalia動物界,Arthropoda節肢動物門,Maxillopoda顎足綱,Lepadiformes茗荷目,Poecilasmatidae花茗荷科,Octolasmis板茗荷屬,warwickii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599690,Eutrema wasabi,山葵,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Brassicales十字花目,Brassicaceae十字花科,Eutrema山葵屬,wasabi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599691,Amaea watanabei,渡邊海螄螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Heterogastropoda異腹足目,Epitoniidae海螄螺科,Amaea,watanabei,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599692,Amiota (Phortica) watanabei,渡邊繞眼果蠅,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Drosophilidae果蠅科,Amiota (Phortica)繞眼果蠅屬,watanabei,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599693,Bombylius watanabei,渡邊蜂虻,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Bombyliidae蜂虻科,Bombylius蜂虻屬,watanabei,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3599694,Campsosternus watanabei,虹彩叩頭蟲;渡邊氏大青叩頭蟲;彩虹叩頭蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Elateridae叩頭蟲科,Campsosternus大青叩頭蟲屬,watanabei,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
