ID,英文名稱,中文名稱,圖片,中國大陸譯名,備註,更新日期
2287749,aluminate coupling agent,鋁酸酯偶合劑,,铝酸酯偶联剂,,2015-05-25
2287750,aluminon,試鋁靈；鋁試劑,,铝试剂,,2015-05-25
2287751,aluminothermy,鋁熱[法],,铝热法,,2015-05-25
2287752,alunite,明礬石,,明矾石,,2015-05-25
2287753,amalgam,汞齊,,汞齐,,2015-05-25
2287754,amalgam process,汞齊法；混汞法,,汞齐化,,2015-05-25
2287755,amalgamation,汞齊法；混汞法,,汞齐化,,2015-05-25
2287756,Am-Be neutron source,鋂-鈹中子源,,镅-铍中子源,,2015-05-25
2287757,ambident,多位性試劑,,两可[的],,2015-05-25
2287758,ambrane,龍涎香烷,,龙涎香烷[类],,2015-05-25
2287759,amide,醯胺；胺化物,,酰胺,,2015-05-25
2287760,amidine,脒,,脒,,2015-05-25
2287761,aminal,胺縮醛,,胺缩醛,,2015-05-25
2287762,amination,胺化[作用],,氨基化,,2015-05-25
2287763,amine,胺,,胺,,2015-05-25
2287764,amine oxide,氧化胺,,胺氧化物,,2015-05-25
2287765,amino acid,胺基酸,,氨基酸,,2015-05-25
2287766,amino acid analyzer,胺基酸分析儀,,氨基酸分析仪,,2015-05-25
2287767,amino acid residue,胺基酸殘基,,氨基酸残基,,2015-05-25
2287768,amino acid sequence,胺基酸序列,,氨基酸序列,,2015-05-25
2287769,amino resin,胺基樹脂,,氨基树脂,,2015-05-25
2287770,amino-bonded phase,胺基鍵結相,,氨基键合相,,2015-05-25
2287771,aminoglycoside,胺基糖苷,,氨基糖苷,,2015-05-25
2287772,aminohydroxylation,胺羥化[作用],,氨羟化反应,,2015-05-25
2287773,aminolysis,胺解；氨胺化[作用],,氨解,,2015-05-25
2287774,aminomercuration,胺汞化,,氨汞化,,2015-05-25
2287775,aminomethylation,胺甲基化[作用],,氨甲基化,,2015-05-25
2287776,aminosilane,胺基矽烷；矽氮烷,,氨基硅烷,,2015-05-25
2287777,aminoxyl radical,氮氧自由基,,氮氧自由基,,2015-05-25
2287778,ammonia-soda process,氨鹼法,,氨碱法,,2015-05-25
2287779,ammonolysis,氨解；氨解離,,氨解,,2015-05-25
2287780,amorphous,非晶質,,非晶态,,2015-05-25
2287781,amorphous alloy,非晶[形]合金,,非晶态合金,,2015-05-25
2287782,amorphous alloy catalyst,非晶[形]合金觸媒；非晶[形]合金催化劑,,非晶态合金催化剂,,2015-05-25
2287783,amorphous catalyst,非晶[形]觸媒；非晶[形]催化劑,,非晶态催化剂,,2015-05-25
2287784,amorphous orientation,非晶取向,,非晶取向,,2015-05-25
2287785,amorphous phase,非晶相,,非晶相,,2015-05-25
2287786,amorphous precipitation,無定形沉澱,,无定形沉淀,,2015-05-25
2287787,amorphous region,非晶區域,,非晶区,,2015-05-25
2287788,amorphous silica-alumina catalyst,非晶[形]矽鋁觸媒；非晶[形]矽鋁催化劑,,无定形硅铝催化剂,,2015-05-25
2287789,amorphous state,非晶[形]態,,非晶态,,2015-05-25
2287790,amperometric detector,安培偵檢器；電流偵檢器,,安培检测器,,2015-05-25
2287791,amperometric method,電流[滴定]法,,电流法,,2015-05-25
2287792,amperometric titration,電流滴定,,电流滴定法,,2015-05-25
2287793,amperometry,安培法；電流法,,电流滴定法,,2015-05-25
2287794,amphi position,遠位,,远位,,2015-05-25
2287795,amphibole,角閃石,,角闪石,,2015-05-25
2287796,amphiphile,兩親體,,两亲体,,2015-05-25
2287797,amphiphilic,兩親[媒]的,,﹡两亲的,,2015-05-25
2287798,amphiphilic block copolymer,兩親嵌段共聚物,,两亲嵌段共聚物,,2015-05-25
2287799,amphiphilic molecule,兩親[媒]分子,,﹡两亲分子,,2015-05-25
2287800,amphiphilic polymer,兩親聚合物,,两亲聚合物,,2015-05-25
2287801,amphiphobic,兩疏[媒]的,,﹡双疏的,,2015-05-25
2287802,amphiprotic solvent,兩性溶劑,,两性溶剂,,2015-05-25
2287803,ampholyte,兩性電解質,,两性物；两性电解质,,2015-05-25
2287804,amphoteric surfactant,兩性介面活性劑,,﹡两性型表面活性剂,,2015-05-25
2287805,AMS {accelerator mass spectrometry},加速器質譜法,,加速器质谱法,,2015-05-25
2287806,amylin,胰島類澱粉蛋白；糊精,,糊精,,2015-05-25
2287807,amylopectin,分枝澱粉,,支链淀粉,,2015-05-25
2287808,amylose,直鏈澱粉,,直链淀粉,,2015-05-25
2287809,amylum,澱粉,,淀粉,,2015-05-25
2287810,anaerobic adhesive,厭氧黏合劑,,厌氧黏合剂,,2015-05-25
2287811,analog,類似物；類比,,类似物,,2015-05-25
2287812,analyser,分析器；檢偏鏡,,分析器,,2015-05-25
2287813,analysis error,分析誤差,,分析误差,,2015-05-25
2287814,analysis of covariance,共變異數分析,,协方差分析,,2015-05-25
2287815,analysis of variance,變異數分析,,方差分析,,2015-05-25
2287816,analyte,分析物,,分析物,,2015-05-25
2287817,analytical balance,分析天平,,分析天平,,2015-05-25
2287818,analytical pyrolysis,分析熱解,,分析裂解,,2015-05-25
2287819,analytical reagent {= A.R.; AR},分析級試劑,,分析纯试剂,,2015-05-25
2287820,analytical type chromatograph,分析型層析儀,,分析型色谱仪,,2015-05-25
2287821,analyzer,分析器；檢偏鏡,,分析器,,2015-05-25
2287822,anatase,銳鈦礦；銳錐石,,锐钛矿,,2015-05-25
2287823,anchimeric assistance,鄰基協助,,邻助作用,,2015-05-25
2287824,anchored catalyst,錨定觸媒；錨定催化劑,,锚定催化剂,,2015-05-25
2287825,androstane,雄甾烷,,雄甾烷[类],,2015-05-25
2287826,angiotensin,血管收縮肽,,血管紧张肽,,2015-05-25
2287827,angle strain,角應變,,角张力,,2015-05-25
2287828,angular dispersion,角度分散,,角色散,,2015-05-25
2287829,angular distribution,角分布,,角分布,,2015-05-25
2287830,angular momentum,角動量,,角动量,,2015-05-25
2287831,angular overlap model,角重疊模型,,角重叠模型,,2015-05-25
2287832,anharmonic oscillator,非諧振子；非諧振盪器,,非简谐振子,,2015-05-25
2287833,anhydride,酸酐；酐,,酸酐；酐,,2015-05-25
2287834,anhydridization,酐化,,酐化,,2015-05-25
2287835,anhydrite,硬石膏,,无水石膏,,2015-05-25
2287836,anion,陰離子 {負離子},,<p>阴离子</p>,,2015-05-25
2287837,anion base,陰離子鹼,,阴离子碱,,2015-05-25
2287838,anion exchange chromatography {= AEC},陰離子交換層析法,,阴离子交换色谱法,,2015-05-25
2287839,anion exchange membrane,陰離子交換薄膜,,负离子交换膜,,2015-05-25
2287840,anion exchanger,陰離子交換劑；陰離子交換器,,阴离子交换剂,,2015-05-25
2287841,anion radical initiator,陰離子自由基引發劑,,负离子自由基引发剂,,2015-05-25
2287842,anionic acid,陰離子酸,,阴离子酸,,2015-05-25
2287843,anionic cycloaddition,陰離子環加成,,负离子环加成,,2015-05-25
2287844,anionic cyclopolymerization,陰離子環化聚合；負離子環化聚合,,负离子环化聚合,,2015-05-25
2287845,anionic electrochemical polymerization,陰離子電化[學]聚合,,负离子电化学聚合,,2015-05-25
2287846,anionic initiator,陰離子引發劑,,负离子引发剂,,2015-05-25
2287847,anionic isomerization polymerization,陰離子異構化聚合,,负离子异构化聚合,,2015-05-25
2287848,anionic polymerization,陰離子聚合[作用],,阴离子聚合；负离子聚合,,2015-05-25
2287849,anionic surfactant,陰離子界面活性劑,,阴离子型表面活性剂,,2015-05-25
2287850,anionoid rearrangement,親核重排；類陰離子重排,,负离子转移,,2015-05-25
2287851,anionotropy,親核重排；類陰離子重排,,负离子转移,,2015-05-25
2287852,anisotropic temperature factor,各向異性溫度因數；各向異性溫度因素,,各向异性温度因子,,2015-05-25
2287853,annihilation,消失；湮滅,,湮灭,,2015-05-25
2287854,annihilation radiation,互毀輻射,,湮没辐射,,2015-05-25
2287855,annonaceous acetogenin,番荔枝内酯,,番荔枝内酯,,2015-05-25
2287856,annual limit on intake {= ALI},年攝入限度,,年摄入限值,,2015-05-25
2287857,annulation,增環反應,,增环反应,,2015-05-25
2287858,annulene,輪烯,,轮烯,,2015-05-25
2287859,anode,陽極,,阳极,,2015-05-25
2287860,anodic current,陽極電流,,阳极电流,,2015-05-25
2287861,anodic deposition,陽極沉積,,阳极沉积,,2015-05-25
2287862,anodic inhibitor,陽極抑制劑,,阳极型缓蚀剂,,2015-05-25
2287863,anodic oxidation,陽極氧化[作用],,阳极氧化,,2015-05-25
2287864,anodic polarization,陽極極化[作用],,阳极极化,,2015-05-25
2287865,anodic protection,陽極保護,,阳极保护,,2015-05-25
2287866,anodic stripping voltammetry,陽極析出伏安[測定]法,,阳极溶出伏安法,,2015-05-25
2287867,anodic synthesis,陽極合成,,阳极合成,,2015-05-25
2287868,anodic transfer coefficient,陽極轉移係數,,阳极传递系数,,2015-05-25
2287869,anomalous mixed crystal,異常混合晶體,,反常混晶,,2015-05-25
2287870,anomalous scattering,異常散射,,反常散射,,2015-05-25
2287871,anomer,變旋異構物,,端基[差向]异构体,,2015-05-25
2287872,anomeric effect,變旋異構效應,,端基[异构]效应,,2015-05-25
2287873,anorthite,鈣長石；鈣斜長石,,钙长石,,2015-05-25
2287874,ansa compound,環柄化合物,,环柄化合物,,2015-05-25
2287875,ansa-antibiotic,環柄類抗生素,,环柄类抗生素,,2015-05-25
2287876,antagonist,對抗劑,,拮抗剂,,2015-05-25
2287877,antagonistic effect,拮抗效應,,反协同效应,,2015-05-25
2287878,antarafacial reaction,異側反應；反面反應,,异面反应,,2015-05-25
2287879,antenna effect,天線效應,,天线效应,,2015-05-25
2287880,anthocyan,花青素；花色素,,花青素,,2015-05-25
2287881,anthocyanidin,花青素；花色素,,花青素,,2015-05-25
2287882,anthracene,蒽,,蒽,,2015-05-25
2287883,anthracycline antibiotic,蒽環抗生素,,蒽环抗生素,,2015-05-25
2287884,anthranilic acid,鄰胺苄酸；鄰-胺苯甲酸,,<p>邻氨基苯甲酸</p>,<p>20250513修訂</p>,2015-05-25
2287885,anthraquinone,蒽醌,,蒽醌,,2015-05-25
2287886,anthrone colorimetry,蒽酮比色法,,蒽酮比色法,,2015-05-25
2287887,anti,反,,反,,2015-05-25
2287888,anti-aging agent,抗老劑,,防老剂,,2015-05-25
2287889,antiaromaticity,反芳[香]族性,,反芳香性,,2015-05-25
2287890,antibiotics,抗生素,,抗生素,,2015-05-25
2287891,antibonding molecular orbital,反鍵結分子軌域,,反键[分子]轨道,,2015-05-25
2287892,antibonding orbital,反鍵結[分子]軌域,,反键[分子]轨道,,2015-05-25
2287893,antibump rod,防爆沸棒,,防暴沸棒,,2015-05-25
2287894,anticlinal conformation,反錯構形,,反错构象,,2015-05-25
2287895,anti-coincidence,反重合；反符合,,反符合,,2015-05-25
2287896,anticoincidence circuit,反重合線路；反符合線路,,反符合电路,,2015-05-25
2287897,anti-degradant,抗降解劑,,抗降解剂,,2015-05-25
2287898,antiferroelectric LC {antiferroelectric liquid crystal},反鐵電液晶,,反铁电液晶,,2015-05-25
2287899,antiferroelectric liquid crystal  {= antiferroelectric LC},反鐵電液晶,,反铁电液晶,,2015-05-25
2287900,antiferroelectricity,反鐵電性,,反铁电性,,2015-05-25
2287901,antiferromagnetism,反鐵磁性,,反铁磁性,,2015-05-25
2287902,antifoaming agent,消泡劑,,消泡剂,,2015-05-25
2287903,anti-isomorphism,反類質同形性；反類質同形現象,,反类质同晶型,,2015-05-25
2287904,anti-Markovnikov addition,反馬可尼可夫加成,,反马氏加成,,2015-05-25
2287905,antioxidant,抗氧化劑,,抗氧[化]剂,,2015-05-25
2287906,antiozonant,抗臭氧[老化]劑,,防臭氧剂,,2015-05-25
2287907,antiperiplanar conformation,反疊構形,,反叉构象,,2015-05-25
2287908,anti-radiation agent,抗輻射劑,,抗辐射剂,,2015-05-25
2287909,antisense imaging,反[意]義核酸顯像,,反义核酸显像,,2015-05-25
2287910,antistatic agent,去靜電劑,,抗静电剂,,2015-05-25
2287911,anti-Stokes atomic fluorescence,反斯托克斯原子螢光,,反斯托克斯原子荧光,,2015-05-25
2287912,antistructure,反結構,,反结构,,2015-05-25
2287913,antisymmetrical wave function,反對稱波函數,,反对称波函数,,2015-05-25
2287914,antisynergism,反加乘作用；反協同效應,,反协同效应,,2015-05-25
2287915,AOTF {acousto-optical tunable filter},聲光可調[頻]濾光器,,声光可调滤光器,,2015-05-25
2287916,apatite,磷灰石,,磷灰石,,2015-05-25
2287918,API {atmospheric pressure ionization},大氣壓[力]游離,,大气压电离,,2015-05-25
2287919,apoprotein,脱輔基蛋白；缺輔基蛋白,,脱辅基蛋白,,2015-05-25
2287920,aporphine alkaloid,阿朴啡[類]生物鹼,,阿朴啡[类]生物碱,,2015-05-25
2287921,apparent activation energy,視活化能；表觀活化能,,表观活化能,,2015-05-25
2287922,apparent density,視密度；表觀密度,,表观密度,,2015-05-25
2287923,apparent electrophoretic mobility,視電泳流動率；表觀電泳淌度,,表观电泳淌度,,2015-05-25
2287924,apparent kinetics,視動力學；表觀動力學,,表观反应动力学,,2015-05-25
2287925,apparent molar mass,視莫耳質量；表觀莫耳質量,,表观摩尔质量,,2015-05-25
2287926,apparent molecular weight,視分子量；表觀分子量,,表观分子量,,2015-05-25
2287927,apparent shear viscosity,視剪切黏度；表觀剪切黏度,,表观剪切黏度,,2015-05-25
2287928,apparent transference number,視遷移數；表觀遷移數,,表观迁移数,,2015-05-25
2287929,applied electrochemistry,應用電化學,,应用电化学,,2015-05-25
2287930,APS {atmospheric pressure spray},大氣壓噴灑[法],,大气压喷雾,,2015-05-25
2287931,aptamer,適配體,,适配体,,2015-05-25
2287932,aqua ion,水合離子,,水合离子,,2015-05-25
2287933,aqua regia,王水,,王水,,2015-05-25
2287934,aqueous reprocessing,水溶液再處理,,水法后处理,,2015-05-25
2287935,aquoluminescence,水溶發光,,水溶发光,,2015-05-25
2287936,AR {analytical reagent},分析級試劑,,分析纯试剂,,2015-05-25
2287937,arachno-,蛛,,网式,,2015-05-25
2287938,aragonite,文石,,文石,,2015-05-25
2287939,aramid fiber,芳綸纖維；芳香多醯胺纖維,,聚芳酰胺纤维,,2015-05-25
2287940,arbitration analysis,仲裁分析,,仲裁分析,,2015-05-25
2287941,arc spectrum,[電]弧光譜,,电弧光谱,,2015-05-25
2287943,Archimedean polyhedra,阿基米德多面體,,阿基米得多面体,,2015-05-25
2287944,area occupancy factor,區域居留因子,,区域居留因子,,2015-05-25
2287945,arene,芳[族]烴,,芳烃,,2015-05-25
2287946,arenium ion,芳基正離子,,芳基正离子,,2015-05-25
2287947,argentometry,銀量法,,银量法,,2015-05-25
2287948,arginine,精胺酸,,精氨酸,,2015-05-25
2287949,argon ionization detector,氬游離偵檢器,,氩离子化检测器,,2015-05-25
2287950,argon-argon dating,氬-氬定年,,氩-氩年代测定,,2015-05-25
2287951,arithmetic average deviation,算術平均偏差,,[算术]平均偏差,,2015-05-25
2287952,arithmetic mean,算術平均值,,算术平均值,,2015-05-25
2287953,aromatic compound,芳[香]族化合物,,芳香化合物,,2015-05-25
2287954,aromatic nucleophilic substitution,芳[香]族親核取代[反應],,芳香族亲核取代[反应],,2015-05-25
2287955,aromatic polyamide,芳族聚醯胺,,聚芳酰胺,,2015-05-25
2287956,aromatic polyester,芳[香]族聚酯,,芳香族聚酯,,2015-05-25
2287957,aromatic polysulfonamide,芳[香]族聚磺醯胺,,聚芳砜酰胺,,2015-05-25
2287958,aromatic sextet,芳族六隅體,,芳香六隅,,2015-05-25
2287959,aromaticity,芳[香]族性,,芳香性,,2015-05-25
2287960,aromatization,芳化[作用],,芳构化,,2015-05-25
2287961,array capillary electrophoresis {= ACE},陣列毛細管電泳,,阵列毛细管电泳,,2015-05-25
2287962,Arrhenius equation,阿瑞尼斯方程式,,阿伦尼乌斯方程,,2015-05-25
2287963,Arrhenius ionization theory,阿瑞尼斯游離理論,,阿位尼乌斯电离理论,,2015-05-25
2287964,arsenblende,雌黃,,雌黄,,2015-05-25
2287965,arsenic ylide,鉮偶極體,,砷叶立德,,2015-05-25
2287966,arsine,胂,,胂,,2015-05-25
2287967,arsonium ion,鉮離子,,砷鎓离子,,2015-05-25
2287968,arsonium ylide,鉮偶極體,,砷叶立德,,2015-05-25
2287969,artificial ageing,人工老化,,人工老化,,2015-05-25
2287970,artificial aging,人工老化,,人工老化,,2015-05-25
2287971,artificial element,人造元素,,人造元素,,2015-05-25
2287972,artificial neural network,人工神經網路,,人工神经网络,,2015-05-25
2287973,artificial radioactivity,人造放射性,,人工放射性,,2015-05-25
2287974,artificial radioelement,人造放射性元素,,人造放射性元素,,2015-05-25
2287975,aryl cation,芳正[碳]離子,,芳正[碳]离子,,2015-05-25
2287976,aryl group,芳基,,芳基,,2015-05-25
2287977,arylation,芳基化[作用],,芳基化,,2015-05-25
2287978,aryne,芳炔,,芳炔,,2015-05-25
2287979,as low as reasonably achievable principle {= ALARA principle},合理抑低原則 {輻射學},,可合理达到的尽量低原则,,2015-05-25
2287981,ascarite,鹼石綿,,烧碱石棉,,2015-05-25
2287982,ascending development method,升展法,,上行展开[法],,2015-05-25
2287983,ascorbic acid,抗壞血酸；維生素C,,抗坏血酸,,2015-05-25
2287984,ash,灰分,,灰分,,2015-05-25
2287985,asparagine,天冬醯胺酸,,天冬酰胺,,2015-05-25
2287986,aspartic acid,天[門]冬胺酸,,天冬氨酸,,2015-05-25
2287987,assembly of independent particles,獨立粒子系集,,独立粒子系集,,2015-05-25
2287988,assembly of interacting particles,交互作用粒子系集,,非独立粒子系集；交互作用粒子系集,,2015-05-25
2287989,assembly of localized particles,定域粒子系集,,定域粒子系集,,2015-05-25
2287990,assembly of non-localized particles,非定域粒子系集,,非定域粒子系集,,2015-05-25
2287991,assistant flux,助熔劑,,助熔剂,,2015-05-25
2287992,association colloid,締合膠體,,﹡缔合胶体,,2015-05-25
2287993,association constant,締合常數,,缔合常数,,2015-05-25
2287994,association polymer,締合聚合物,,缔合聚合物,,2015-05-25
2287995,association reaction,締合反應,,缔合反应,,2015-05-25
2287996,associative adsorption,非解離吸附,,非解离吸附,,2015-05-25
2287997,associative mechanism,締合機構,,缔合机理,,2015-05-25
2287998,as-spun fiber,初生纖維,,初生纤维,,2015-05-25
2287999,assumption of local equilibrium,局部平衡假設,,局域平衡假设,,2015-05-25
2288000,asymmetric activation,不對稱活化[作用],,不对称活化,,2015-05-25
2288001,asymmetric amplification,不對稱放大 {手性放大},,手性放大,,2015-05-25
2288002,asymmetric atom,不對稱原子,,不对称原子,,2015-05-25
2288003,asymmetric auto-catalysis,不對稱自催化,,不对称自催化,,2015-05-25
2288004,asymmetric carbon,不對稱碳[原子],,不对称碳原子,,2015-05-25
2288005,asymmetric center,不對稱中心,,不对称中心,,2015-05-25
2288006,asymmetric factor,不對稱因子；不對稱因數,,不对称因子,,2015-05-25
2288007,asymmetric fission,非對稱分裂,,非对称裂变,,2015-05-25
2288008,asymmetric induction,不對稱誘導,,不对称诱导,,2015-05-25
2288009,asymmetric induction polymerization,不對稱誘導聚合,,不对称诱导聚合,,2015-05-25
2288010,asymmetric poisoning,不對稱毒化,,不对称毒化,,2015-05-25
