ID,英文名稱,中文名稱,圖片,組別,審定日期,更新日期
21279592,pin joint,樞接；樞結；銷接,,,,
21279593,pin-and-bracket support,樞與托架支承,,,,
21279594,pinch effect,自束效應；夾緊效應；緊縮效應；收縮效應 ,,,,
21279595,pipe overtone,管泛音,,,,
21279596,Pitot tube,皮托管；動壓管,,,,
21279597,planimeter,面積儀；求積儀,,,,
21279598,plate loading test,平板載重試驗,,,,
21279599,pneumatic conveyance,氣動運送；氣力運送,,,,
21279600,pneumatic transport,氣動運輸；氣力運輸,,,,
21279601,pneumatics,氣壓學；氣力學,,,,
21279602,polycrystalline aggregate,多晶體粒料；多晶[粒]聚集體,,,,
21279603,post failure,後破壞；破壞後狀況,,,,
21279604,post-buckling shape,後挫屈形狀,,,,
21279605,post-failure behavior,破壞後行為,,,,
21279606,potential energy line,位能線；勢能線,,,,
21279607,power method,乘方法；冪[方]法 ,,,,
21279608,pressure fluctuation,壓力變動；壓力紊變,,,,
21279609,pressure head,壓力水頭,,,,
21279610,pressure plate anemometer,壓板風速計,,,,
21279611,pressure rise,壓力升矩；壓升；升壓,,,,
21279612,pressure tube anemometer,壓管風速計,,,,
21279613,primary flow,主[要]流；原生流,,,,
21279614,probability limit,機率限[值]；機率極限,,,,
21279615,profile drag,外形阻力；外形曳力,,,,
21279616,proper length,固有長度；原長度,,,,
21279617,proper mass,固有質量；原質量,,,,
21279618,proper time,固有時間；原時間,,,,
21279619,pseudo velocity response spectrum,擬速度反應譜,,,,
21279620,quadrant,象限[儀]；四分儀,,,,
21279621,quadrature,弦；正交；積分,,,,
21279622,quadrature spectrum,四分譜；相交譜；正交譜,,,,
21279623,quadrilateral element,四邊形元素,,,,
21279624,quasi-static field problem,擬靜場問題,,,,
21279625,quasi-static problem,擬靜態問題,,,,
21279626,quasi-static process,擬靜態過程,,,,
21279627,quasi-static stress-strain curve,擬靜態應力應變曲線,,,,
21279628,quasi-steady,擬穩態；準恆定；擬恆定,,,,
21279629,quenching,淬火；驟冷,,,,
21279630,radial component,徑向分量；輻向分量,,,,
21279631,radial flow,徑向流；輻射流；輻向流,,,,
21279632,radiosity,出射；輻射度,,,,
21279633,ramjet engine,衝壓噴射發動機,,,,
21279634,random fluctuation,隨機變動；隨機紊變,,,,
21279635,random vibration,隨機振動；漫散振動,,,,
21279636,random wave,漫[散]波；隨機波,,,,
21279637,reach,河段；河口,,,,
21279638,reactance,阻抗；電抗,,,,
21279639,reaction mechanism,反應機構；反應機制；反應機理,,,,
21279640,reciprocal identity,倒數關係式；倒數恆等式,,,,
21279641,recovery method,回復法；回收法；水位回升法｛環工｝,,,,
21279642,rectangular array,矩形陣列,,,,
21279643,rectangular element,矩形元素,,,,
21279644,rectangular prism,矩形稜柱體,,,,
21279645,redistribution of bending moment,彎矩再分配,,,,
21279646,reduced modulus,折減模數,,,,
21279647,reduced modulus of elasticity,折減彈性模數,,,,
21279648,reducer,漸縮管；還原劑；減速器；稀釋劑,,,,
21279649,reflection principle ,反射原理,,,,
21279650,reinforced concrete beam,鋼筋混凝土梁；加勁混凝土梁,,,,
21279651,representation theorem,表現定理；表示定理,,,,
21279652,representative space,表象空間；表示空間,,,,
21279653,reservoir density,儲存密度,,,,
21279654,reservoir pressure,儲存壓力,,,,
21279655,reservoir temperature,儲存溫度,,,,
21279656,residual infiltration,殘餘滲入；殘留滲入,,,,
21279657,resisting moment,阻抗力矩,,,,
21279658,resonance escape probability,共振逃逸機率,,,,
21279659,restitution,回復；復原,,,,
21279660,restrained beam,束制梁,,,,
21279661,retarding force,阻滯力；減速力,,,,
21279662,retrograde wave,後退波；逆行波,,,,
21279663,retrogressive wave,後退波；逆行波,,,,
21279664,reverberation chamber,交混迴響室；交混殘響室,,,,
21279665,reverberation time,交混迴響時間；交混殘響時間,,,,
21279666,reverse current,逆[電]流；反流；反向電流,,,,
21279667,reversible turbine,可逆轉渦輪機；可逆式輪機,,,,
21279668,"revolutions per minute (rpm, RPM)",每分[鐘]轉數,,,,
21279669,rigid inclusion,剛性內含物；剛性加強物,,,,
21279670,river channel,河槽；河道,,,,
21279671,rock mass,岩體；岩塊,,,,
21279672,roll,滾轉；輥；捲；橫搖,,,,
21279673,rolling moment,滾轉力矩；橫搖力矩,,,,
21279674,rolling motion,滾動；側滾；橫搖運動,,,,
21279675,root test,根值檢驗法,,,,
21279676,rosette strain gage,花瓣式應變計,,,,
21279677,rotational partition function,轉動分拆函數；轉動配分函數,,,,
21279678,roughness factor,糙度因數；粗糙因數,,,,
21279679,runner,動輪；轉輪,,,,
21279680,rupture stress,破裂應力,,,,
21279681,sampling interval,抽樣間隔；採樣間隔,,,,
21279682,sandwich element,夾層式元素；三明治元素,,,,
21279683,scalar triple product,純量三重積,,,,
21279684,scoop wheel,汲水輪,,,,
21279685,second moment of area,面積二次矩,,,,
21279686,second-order reaction,二階反應,,,,
21279687,section coefficient,斷面係數；截面係數；剖面係數,,,,
21279688,sediment,沉積物；沉澱物；沉滓,,,,
21279689,sediment load,輸砂量；沉滓載,,,,
21279690,sediment velocity,沉積速度；沉滓速度,,,,
21279691,self stress,自應力,,,,
21279692,self-adjoint system,自伴系統,,,,
21279693,self-consistent field (SCF),自洽[力]場；自相容[力]場,,,,
21279694,self-consistent scheme,自洽方法；自相容方法,,,,
21279695,semi-conjugate axis,半共軛軸,,,,
21279696,semi-latus rectum,半正焦弦,,,,
21279697,semi-transverse axis,半貫軸,,,,
21279698,separation of variables,分離變數[法],,,,
21279699,sequent depth,共軛水深；序水深,,,,
21279700,shear compliance,剪力順應模數；剪力柔度模數,,,,
21279701,shear creep compliance,剪力潛變順應模數；剪力潛變柔度,,,,
21279702,shear joint,剪[力]節理；剪力接頭,,,,
21279703,shear rate,剪[切速]率；剪應變率,,,,
21279704,shear rigidity,剪力剛度；抗剪剛度,,,,
21279705,shear stiffness,剪力勁度；抗剪勁度,,,,
21279706,shear turbulent flow,剪力紊流,,,,
21279707,shearing rigidity,剪力剛度；抗剪剛度,,,,
21279708,shift factor,平移因數,,,,
21279709,shifting,移位；平移；移動,,,,
21279710,shock,衝擊；陡震；震盪,,,,
21279711,shock polar,衝擊波極圖；震波極圖,,,,
21279712,silt bearing,含泥,,,,
21279713,silting,沉淤；淤積；沉泥化,,,,
21279714,silting basin,沉砂池；沉泥池,,,,
21279715,simple element,簡單元素,,,,
21279716,simple surge tank,簡式緩衝槽；簡式調節槽,,,,
21279717,sink,沉；匯[點]；凹陷；水槽,,,,
21279718,sinusoidal response,正弦反應,,,,
21279719,skewness factor,偏斜因數,,,,
21279720,slake durability,消散耐久性；抗風化耐久性,,,,
21279721,sliding resistance,滑動阻力；滑動阻抗,,,,
21279722,sliding safety factor,抗滑安全因數,,,,
21279723,slug,泥餅；結塊；圓柱；棒；斯{英制質量單位},,,,
21279724,slug flow,塊形流動；塊狀流；氣包流,,,,
21279725,small deformation,小變形,,,,
21279726,small oscillation,小振盪,,,,
21279727,soil porosity,土壤孔隙率,,,,
21279728,solenoidal vector field,螺線向量場；無散[向量]場,,,,
21279729,solid propellant rocket (SPR),固態燃料火箭；固體推進劑火箭,,,,
21279730,solifluction,解凍土流；土石緩流；土石緩滑 ,,,,
21279731,sound barrier,隔音板,,「綱結構」名詞,,
21279732,sound fixing and ranging (SOFAR),水中音測；聲發定位,,,,
21279733,sounder,測深儀；發聲器 ,,,,
21279734,spallation,剝落；散裂,,,,
21279735,sparging,通氣攪動；噴灑,,,,
21279736,spatial mechanism,空間機構；立體機構,,,,
21279737,specific acoustic impedance,比聲阻抗,,,,
21279738,specific acoustic reactance,比聲抗,,,,
21279739,specific acoustic resistance,比聲阻,,,,
21279740,specific refractivity,比折射率；折射率差度,,,,
21279741,specular reflection,單向反射；鏡面反射,,,,
21279742,specular surface,單向反射面；定規反射面,,,,
21279743,spherical dome,球形拱頂；球形圓頂,,,,
21279744,spin-orbit interaction,自旋-軌道交互作用；自旋-軌道互制,,,,
21279745,spiral nebula,螺旋星雲,,,,
21279746,spline function,樣條函數；仿樣函數；曲線適應函數,,,,
21279747,standing wave,駐波,,,,
21279748,standing wave ratio,駐波比,,,,
21279749,starter notch,起始槽口,,,,
21279750,state variable,狀態變數,,,,
21279751,state vector,狀態向量,,,,
21279752,static condensation,靜態縮減；矩陣維度縮減,,,,
21279753,static coupling,靜態耦合；靜力耦合；靜電耦合,,,,
21279754,static margin,靜穩定界限；靜穩定裕度,,,,
21279755,static stability,靜穩定性；靜力穩定性,,,,
21279756,stationary flow,駐流；定常流；穩定流,,,,
21279757,stationary motion,駐態運動；穩定運動,,,,
21279758,stationary phase approximation,穩定相位近似法,,,,
21279759,stationary phase method,穩定相位法,,,,
21279760,stationary point,平穩點；穩定點,,,,
21279761,stationary value,平穩值；穩定[點]值,,,,
21279762,stationary vane,固定葉；靜葉片,,,,
21279763,statistical theory of turbulence,紊流統計理論,,,,
21279764,steady-state response,穩態反應,,,,
21279765,steel reinforcement,鋼筋加勁[物],,,,
21279766,stereographic projection,球面投影；立體投影,,,,
21279767,steric factor,位阻因素；立體因素,,,,
21279768,storage coefficient,蓄存係數；蓄水係數,,,,
21279769,storage function,蓄存函數；蓄水函數,,,,
21279770,stratified flow,層變流；層[化]流；分層流,,,,
21279771,stress redistribution,應力重分配,,,,
21279772,stress reduction factor,應力折減因數,,,,
21279773,stress relief,應力釋放；應力放鬆,,,,
21279774,stress-strain hysteresis loop,應力-應變遲滯迴圈,,,,
21279775,strike-slip fault,橫移斷層 ；平移斷層,,,,
21279776,substructure method,次結構法；子結構法,,,,
21279777,subsurface water,地[面]下水；伏流水,,,,
21279778,superior conjunction,順合；上合；外合,,,,
21279779,supersonic wave,超音波,,,,
21279780,surface of revolution,旋轉曲面,,,,
21279781,surface of rupture,破裂面,,,,
21279782,surface slice,表面薄片,,,,
21279783,surge chamber,平壓室；調壓室,,,,
21279784,surge shaft,平壓井；調壓井,,,,
21279785,surge tank,平壓塔；平壓槽；調壓槽,,,,
21279786,swirl vane,渦流片；迴旋葉片,,,,
21279787,talweg,深泓線；谷道；谷底線,,,,
21279788,tectonic stress,大地應力；[地體]構造應力,,,,
21279789,tensile compliance,拉力順應模數；拉力柔度,,,,
21279790,tensile creep compliance,拉力潛變順應模數；拉力潛變柔度,,,,
21279791,tensor operator,張量運算子,,,,
21279792,terrestrial space,近地空間,,,,
21279793,tetrahedronal element,四面體元素,,,,
21279794,theory of plate,板理論,,,,
21279795,theory of turbulent flow,紊流理論,,,,
21279796,theory of vorticity,渦度理論；渦流理論,,,,
21279797,thermal isolation,熱絕緣；熱隔離,,,,
21279798,throat,管喉；[銲]喉,,,,
21279799,throttle,節流[閥]；油門；風門,,,,
21279800,thrust bearing,推力軸承,,,,
21279801,thrust misalignment,推力偏位；推力偏差,,,,
21279802,tidal basin,潮[汐]港池；潮港渠；潮塢,,,,
21279803,tidal bore,湧潮；怒潮,,,,
21279804,tidal power,潮汐發電；潮[汐]力,,,,
21279805,tidal prism,潮稜[體]；潮水量,,,,
21279806,tidal residual,潮汐殘餘,,,,
21279807,time of emptying,排空時間,,,,
21279808,time-dependence,時依；依時；時間依持；時間相依,,,,
21279809,time-independence,非時依；非依時,,,,
21279810,top,梢[端]；頂[端]；陀螺,,,,
21279811,tornado vortex,龍捲渦[旋],,,,
21279812,toroidal magnetic field,鐲環磁場；環形磁場；環向磁場,,,,
21279813,torsion,扭轉,,,,
21279814,torsional bending motion,扭轉彎曲運動,,,,
21279815,torsional buckling,扭轉挫屈,,,,
21279816,torsional mode,扭轉模態,,,,
21279817,total acceleration,總加速度,,,,
21279818,total cross-section,總截面；總斷面,,,,
21279819,transient behavior,暫態行為；瞬變行為,,,,
21279820,transient characteristics,暫態特性；瞬變特性,,,,
21279821,transient creep,暫態潛變；初期潛變,,,,
21279822,transient motion,暫態運動；瞬間運動；瞬變運動,,,,
21279823,transient pressure,暫態壓；瞬間壓力；瞬[變]壓,,,,
21279824,transient response,暫態反應；瞬變反應,,,,
21279825,transient state,暫態；瞬態,,,,
21279826,transition temperature,轉移溫度；轉變溫度；晶相變化溫度,,,,
21279827,translation,平移,,「綱結構」名詞,,
21279828,translational energy,平移能；移動能,,,,
21279829,trap efficiency,囚砂[效]率；截淤效率；誘集效率,,,,
21279830,traveling wave,行進波,,,,
21279831,triple collision,三體碰撞；三重碰撞,,,,
21279832,trivial solution,顯然解；無義解,,,,
21279833,truncation error,截斷誤差；截尾誤差,,,,
21279834,tube bank,管束；管排,,,,
21279835,turbine,渦輪；輪機,,,,
21279836,turbine efficiency,渦輪效率；輪機效率,,,,
21279837,turbulence,紊流；亂流；擾動,,,,
21279838,underflow,底流；潛流 ,,,,
21279839,underwater acoustics,水下聲學,,,,
21279840,underwater communication,水下通訊,,,,
21279841,underwater noise,水下噪音,,,,
21279842,uniform flow,均勻流；等速流,,,,
21279843,uniform load,均勻載重；均勻負載；均布載重,,,,
21279844,uniform rotation,等角速運動；等角速轉動,,,,
21279845,unit step function,單位階梯函數,,,,
21279846,unitary representation,單一表示；么正表現,,,,
21279847,unsaturated soil,不飽和土壤,,,,
21279848,unsteady flow,非穩定流；不穩定流,,,,
21279849,unsteady state,非穩態,,,,
21279850,vector potential,向量位；向量勢,,,,
21279851,vector potential function,向量位函數；向量勢函數,,,,
21279852,velocity fluctuation,速度擾動,,,,
21279853,velocity microphone,振速傳聲器；振速麥克風,,,,
21279854,velocity of approach,接近速度,,,,
21279855,velocity-vorticity approach,速度-渦度法,,,,
21279856,vibration isolation,隔震；振動隔離,,,,
21279857,volumetric efficiency,容積效率；體積效率,,,,
21279858,volumetric tank,容積箱,,,,
21279859,vortex element,渦漩元素,,,,
21279860,vortex trail,渦漩尾跡；渦漩踪跡,,,,
21279861,vorticity dynamics,渦度動力學,,,,
21279862,wash load,洗滌負荷,,,,
21279863,water surface elevation,水面標高,,,,
21279864,water tunnel,輸水隧道；水洞,,,,
21279865,wave damping,波幅衰減；波阻尼,,,,
21279866,wave deflection,波撓度,,,,
21279867,wave drag coefficient,波曳力係數,,,,
21279868,wave set-up,波揚,,,,
21279869,wave-making resistance,興波阻力；造波阻力,,,,
21279870,weak coupling,疏耦合；弱耦合,,,,
21279871,weighted residual method,加權殘差法,,,,
21279872,weighted residue,加權殘差,,,,
21279873,wet steam,濕蒸汽；含水滴蒸汽,,,,
21279874,whirling motion,旋轉運動,,,,
21279875,wide-flange beam,寛翼梁；寬緣梁,,,,
21279876,wide-flange section,寛翼斷面；寬緣斷面,,,,
21279877,wind-driven circulation,風驅環流；風成環流,,,,
21279878,winglet,翼翹；小翼；翼尖小翅,,,,
21279879,work hardening,功硬化,,,,
21279880,working medium,工作介質,,,,
21279881,zero-lift drag,零升力曳力,,,,
21279882,zero-lift drag coefficient,零升力曳力係數,,,,
21279883,acceleration coefficient,加速係數；加速度係數,,<p>「綱結構」名詞</p>,,
21279884,access hole,檢修孔；銲接孔,,,,
21279885,aeroelastic instability,氣動彈性不穩定,,「綱結構」名詞,,
21279886,aeroelastic phenomena,氣動彈性現象,,「綱結構」名詞,,
21279887,aeroelastic vibration,氣動彈性振動,,「綱結構」名詞,,
21279888,alkali aggregate reaction (AAR),鹼粒料反應；鹼骨材反應,,「綱結構」名詞,,
21279889,alkali-silica reactive aggregate,鹼-二氧化矽活性粒料,,,,
21279890,alternative construction method,替代工法,,,,
21279891,aluminum casting,鋁鑄件 ,,,,
21279892,aluminum forging,鋁鍛造 ,,,,
21279893,aluminum orthotropic deck,鋁製正交異向性面板,,,,
21279894,aluminum structure,鋁結構,,,,
21279895,analytic method,解析法 ,,,,
21279896,anchor pullout capacity,錨栓拔出強度；錨栓抗拉拔強度,,,,
21279897,anchor stressing,錨栓受應力,,,,
21279898,anchor testing,錨栓試驗,,,,
21279899,anchorage blister,錨定座{預力箱形梁內},,「綱結構」名詞,,
21279900,anchorage set,錨定套件,,,,
21279901,anchored wall,錨[定]牆,,,,
21279902,angle,角鋼{鋼結構},,,,
21279903,apparent earth pressure,視土壓[力],,,,
21279904,approach railing,引道護欄；引道欄杆,,「綱結構」名詞,,
21279905,appurtenance,附屬設施；附屬物,,,,
21279906,arc span,圓弧跨度,,,,
21279907,arch rib,拱肋,,,,
21279908,arch structure,拱結構,,,,
21279909,arching action,拱作用,,,,
21279910,area load,面載重,,,,
21279911,at-rest,靜態,,,,
21279912,axial compression,軸壓力,,,,
21279913,axial resistance,軸向阻抗；軸向強度,,,,
21279914,axle unit,車軸單元,,,,
21279915,backfill protection,回填保護；背填保護,,「綱結構」名詞,,
21279916,barge collision force,駁船撞擊力,,,,
21279917,barrier curb,路緣石,,「綱結構」名詞,,
21279918,battered shaft,斜樁；斜[鑽]桿,,,,
21279919,beam bridge,梁橋,,,,
21279920,beam ledge,梁托,,,,
21279921,beam-slab bridge,梁-板系統橋梁,,,,
21279922,bearing area,承壓面積；承壓面,,「綱結構」名詞,,
21279923,bearing joint,支承接頭,,,,
21279924,bearing pile,點承樁,,,,
21279925,bearing pressure,承壓應力；支承壓應力,,,,
21279926,bearing resistance,承壓強度,,,,
21279927,bearing stiffener,承壓加勁材,,,,
21279928,bend-buckling resistance,抗彎挫屈強度,,「綱結構」名詞,,
21279929,bending strain,彎曲應變,,,,
21279930,bent,框架式橋墩,,「綱結構」名詞,,
21279931,bent cap,框架式橋墩帽梁,,「綱結構」名詞,,
21279932,bent pier,框架式墩柱,,「綱結構」名詞,,
21279933,berm,戧道；戧台；護堤,,,,
21279934,biaxial flexure,雙軸撓曲,,,,
21279935,bicycle railing,自行車道護欄；自行車道欄杆,,「綱結構」名詞,,
21279936,bifurcation,分歧；分岔,,,,
21279937,bifurcation analysis,分岔分析,,,,
21279938,block shear rupture,塊狀剪力破裂,,,,
21279939,block shear rupture resistance,塊狀剪力破裂阻抗,,,,
21279940,bolster,墊材；支承材,,「綱結構」名詞,,
21279941,bolt assembly,螺栓組,,,,
21279942,bolted connection,螺栓接頭；螺栓接合,,,,
21279943,bolted splice,螺栓續接,,,,
21279944,bonded reinforcement,握裹鋼筋,,,,
21279945,bonded strand,握裹鋼絞線,,,,
21279946,bottom flange,下翼板,,,,
21279947,box flange,箱形斷面翼板,,「綱結構」名詞,,
21279948,box girder,箱形梁,,「綱結構」名詞,,
21279949,box section,箱形斷面,,「綱結構」名詞,,
21279950,box-shaped member,箱形構材,,「綱結構」名詞,,
21279951,box-type abutment,箱式橋台,,,,
21279952,bracing member,斜撐構材,,,,
21279953,bridge,橋梁,,,,
21279954,bridge aesthetics,橋梁美學,,,,
21279955,bridge approach railing,橋梁引道護欄；橋梁引道欄杆,,「綱結構」名詞,,
21279956,bridge foundation,橋基礎,,,,
21279957,bridge site arrangement,橋址規劃,,,,
21279958,bridge strand,橋梁鋼絞線,,,,
21279959,bridge testing,橋梁測試,,,,
21279960,bridge waterway,橋下水道,,,,
21279961,bridging plate,橋接板,,,,
21279962,bright wire,光面鋼線,,,,
21279963,bronze bearing,青銅支承,,,,
21279964,bumper lamination,積層防撞墊塊；集成防撞墊塊,,「綱結構」名詞,,
21279965,bundled reinforcement,束筋,,,,
21279966,bundling,成束,,,,
21279967,buoyancy,浮力,,,,
21279968,buried structure,埋入式結構,,,,
21279969,bursting force,爆炸力；爆裂力,,,,
21279970,buttress abutment,扶壁式橋台,,,,
21279971,cantilever slab,懸臂版,,,,
21279972,cantilevered wall,懸臂牆,,,,
21279973,cast iron,鑄鐵,,,,
21279974,cast metal,鑄造金屬,,,,
21279975,cast steel,鑄鋼,,,,
21279976,cast-in-place box beam,場鑄箱梁,,,,
21279977,cast-in-place multicell,場鑄多[箱]室,,,,
21279978,cellular bridge,多箱室橋梁,,「綱結構」名詞,,
21279979,cellular deck,蜂巢型鋼承板,,,,
21279980,central angle,圓心角；曲線中心角,,,,
21279981,centralizer,定心器；扶正器,,,,
21279982,chamfer bar,截角鋼棒,,「綱結構」名詞,,
21279983,channel,渠道；水道；河槽；槽鋼{鋼結構},,,,
21279984,Charpy v-notch test,夏皮V刻痕試驗,,,,
21279985,chip seal,碎石封層,,,,
21279986,chord splice,弦接續,,,,
21279987,circular tube,圓管,,,,
21279988,circumferential reinforcement,環周鋼筋；環周加勁材,,「綱結構」名詞,,
21279989,classical deformation method,傳統變位法,,,,
21279990,classical force method,傳統力法,,,,
21279991,clear edge distance,淨邊距,,,,
21279992,clear end distance,淨端距,,,,
21279993,clear span,淨跨度,,,,
21279994,closed joint,閉合接頭,,,,
21279995,closed rib,閉合式肋條,,,,
21279996,closed shape,閉合型鋼{鋼結構},,,,
21279997,closed-box section,閉合箱形斷面,,,,
21279998,closed-form solution,閉合解,,,,
21279999,closely spaced anchorage,緊密間隔錨定,,「綱結構」名詞,,
21280000,cohesion and friction factor,凝聚及摩擦因數,,,,
21280001,cohesion factor,凝聚力因子,,,,
21280002,cohesionless soil,無凝聚性土壤,,,,
21280003,cohesive soil,凝聚性土壤,,,,
21280004,collapse,崩塌；細胞潰陷{木材},,,,
21280005,collision,碰撞,,,,
21280006,collision force,撞擊力,,,,
21280007,collision protection,撞擊保護,,,,
21280008,collision wall,碰撞牆；防撞牆,,,,
21280009,column bent,橋柱框架,,「綱結構」名詞,,
21280010,column connection,柱接頭,,,,
21280011,combination point bearing and friction pile,點承摩擦混合樁,,,,
21280012,combination railing,複合式護欄；複合式欄杆,,「綱結構」名詞,,
21280013,combined strain,組合應變,,,,
21280014,compact flange,結實翼板,,,,
21280015,compact unbraced length,結實無支撐長度,,,,
21280016,compact web,結實腹板,,,,
21280017,complete penetration,全滲透{銲接},,「綱結構」名詞,,
21280018,complete penetration groove weld,全滲透開槽銲道,,,,
21280019,composite action,合成作用,,,,
21280020,composite box girder,合成式箱梁；複合式箱梁,,「綱結構」名詞,,
21280021,composite section,合成斷面,,,,
21280022,compression and cellular seal,壓縮和蜂巢式密封,,,,
21280023,compression stress,壓應力,,,,
21280024,compression-flange flexural resistance,受壓翼緣撓曲阻抗,,,,
21280025,compressive deflection,壓力變位,,,,
21280026,compressive resistance,壓力阻抗,,,,
21280027,2D solid,二維實體,,,,
21280028,2D wireframe,二維線框,,,,
21280029,3D array,三維陣列,,,,
21280030,3D dynamic view,三維動態視圖,,,,
21280031,3D object,三維物件,,,,
21280032,3D orbit,三維軌道,,,,
21280033,3D viewpoint,三維視點,,,,
21280034,absolute coordinates,絕對坐標,,,,
21280035,abstract resource,抽象資源,,,,
21280036,accelerator key,加速鍵；快捷鍵,,,,
21280037,acceptability criteria,允收標準,,,,
21280038,acceptable quality level (AQL),允收品質水準,,,,
21280039,acceptance letter,接受函；允收函,,,,
21280040,acceptance number,允收數,,,,
21280041,acceptance review,驗收審查,,,,
21280042,acceptance test,驗收測試,,,,
21280043,access,存取{資訊},,,,
21280044,accessory,附屬品；附屬配件,,,,
21280045,accessory hierarchy,附屬配件組成架構,,,,
21280046,acoustic consultant,音響顧問,,,,
21280047,acquisition method,獲取方法,,,,
21280048,acquisition negotiation,獲取協商,,,,
21280049,acquisition plan,獲取計畫,,,,
21280050,acquisition plan review (APR),獲取計畫審查,,,,
21280051,acquisition planning,獲取規劃,,,,
21280052,acquisition process,獲取流程,,,,
21280053,acquisition strategy,獲取策略,,,,
21280054,action item,行動項目,,,,
21280055,action item flag,行動項標記,,,,
21280056,active listening,主動傾聽,,,,
21280057,activity arrow network,作業箭線網圖,,,,
21280058,activity based management (ABM),作業基礎管理,,,,
21280059,activity calendar,作業行事曆,,,,
21280060,activity definition,作業定義,,,,
21280061,activity description,作業描述,,,,
21280062,activity duration,作業工期,,,,
21280063,activity elaboration,作業詳述,,,,
21280064,activity file,作業檔案,,,,
21280065,activity id,作業識別碼,,,,
21280066,activity list,作業清單,,,,
21280067,activity node network,作業節點網圖,,,,
21280068,activity on arc (AOA),箭線法；弧線作業網圖,,,,
21280069,activity on arrow (AOA),箭線法,,,,
21280070,activity oriented schedule,作業導向進度表,,,,
21280071,activity property,作業屬性,,,,
21280072,activity quantity,作業數量,,,,
21280073,activity space,作業空間；活動空間,,,,
21280074,activity status,作業狀態,,,,
21280075,activity timing,作業時機,,,,
21280076,actual cost data,實際成本資料,,,,
21280077,actual date,實際日期,,,,
21280078,actual direct cost,實際直接成本,,,,
21280079,actual expenditure,實際支出,,,,
21280080,actual finish,實際完成,,,,
21280081,actual progress,實際進度,,,,
21280082,actual start,實際開始,,,,
21280083,adaptive sampling,適應性抽樣；自適性取樣,,測量圖學組「測量學」名詞,,
21280084,added value,加值,,,,
21280085,additive amount,增量,,,,
21280086,adjudicator,評判者；裁決者,,,,
21280087,administration dialog box,管理對話方塊,,,,
21280088,administrative change,行政變更,,,,
21280089,administrative management,行政管理,,,,
21280090,administrative metadata,管理用詮釋資料,,,,
21280091,administrative overhead,行政管理費,,,,
21280092,advanced delivery management (ADM),先期交付管理,,,,
21280093,advanced material release (AMR),先期材料請領,,,,
21280094,advertisement for bids,招標公告,,,,
21280095,advise,通知；告知,,,,
21280096,advisory group,顧問團,,,,
21280097,aerial view,鳥瞰圖；鳥瞰視景,,,,
21280098,affected parties,受影響者,,,,
21280099,affine calibration,關係校正,,,,
21280100,affirmative action,平權行動,,,,
21280101,after practical completion,實質完工後[階段],,,,
21280102,aftercare,交付後服務,,,,
21280103,Age Discrimination in Employment Act,[美國]就業年齡歧視法,,,,
21280104,aliasing,混疊,,,,
21280105,aligned dimension,對齊式標註,,,,
21280106,allocated baseline,分配基線,,,,
21280107,allocated requirement,分配需求,,,,
21280108,allowable cost,容許成本,,,,
21280109,alternate resource,替代資源,,,,
21280110,alternative analysis,替代分析,,,,
21280111,alternative dispute resolution (ADR),替代性爭議解決機制,,,,
21280112,altitude effect,高度效應,,,,
21280113,ambient color,周圍色彩,,,,
21280114,ambient light,周圍光；環境光,,,,
21280115,American Arbitration Association (AAA),美國仲裁協會,,,,
21280116,American Federation of Labor (AFL),美國勞工聯合會,,,,
21280117,American Institute of Steel Construction (AISC),美國鋼構造學會,,,,
21280118,American Physical Society (APS),美國物理學會,,,,
21280119,American Society of Civil Engineers (ASCE),美國土木工程[師]學會,,,,
21280120,American Society of Testing Materials (ASTM),美國材料試驗協會,,,,
21280121,American Standard Code for Information Interchange (ASCII),美國標準資訊交換碼,,,,
21280122,American Subcontractors Association (ASA),美國分包商協會,,,,
21280123,amount at stake,可能損失金額；風險損失金額,,,,
21280124,angular dimension,角度標註,,,,
21280125,angular unit,角度單位,,,,
21280126,anonymous block,匿名圖塊,,,,
21280127,anticipated award cost,預期決標價,,,,
21280128,Anti-Injunction Act,[美國]反強制令法案,,,,
21280129,Anti-Kickback Law,[美國]反回扣法,,,,
21280130,aperture,光圈；鎖點框{CAD},,,,
21280131,apparent intersection,視圖上的交點 ,,,,
21280132,application for expenditure (AFE),支出申請,,,,
21280133,application key,應用程式鍵；授權申請碼,,,,
21280134,application program interface (API),應用程式介面,,,,
21280135,applied direct cost,已用直接成本,,,,
21280136,appload,載入應用程式{CAD指令},,,,
21280137,appointed party,受委任方,,,,
21280138,appointing party,委任方,,,,
21280139,apportioned task,分攤任務,,,,
21280140,appraisal,評價,,,,
21280141,apprenticeship,學徒制,,,,
21280142,approval to proceed,核准續行,,,,
21280143,approve,核准；同意,,,,
21280144,approximation point,近似點,,,,
21280145,arbitrator,仲裁人,,,,
21280146,architectural tick,建築標記,,,,
21280147,architecural designer,建築設計師,,,,
21280148,archive plan,歸檔計畫,,,,
21280149,arrow diagram method (ADM),箭線法,,,,
21280150,article number,產品編碼；產品識別碼,,,,
21280151,artisan,工匠,,,,
21280152,as-built design,竣工設計[方案],,,,
21280153,as-built documentation,竣工文件建檔,,,,
21280154,as-built records,竣工紀錄,,,,
21280155,as-built schedule,竣工進度表,,,,
21280156,as-constructed,竣工,,,,
21280157,as-needed,按照需要,,,,
21280158,as-performed schedule,實際進度表,,,,
